"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202201,130873,314658,200657,70968,82134,23493
202202,137857,297080,188163,69448,88987,22878
202203,157216,424579,269638,93955,154155,28166
202204,127087,322957,206177,72372,84719,17702
202205,148803,368876,227081,80751,102895,20409
202206,165643,411934,238644,84596,134505,31371
202207,140864,348946,205760,67744,91904,20626
202208,111753,290779,170200,62220,97556,16880
202209,138666,378599,259013,85987,165570,22477
202210,127259,328135,224465,87317,121749,22207
202211,128464,343159,236067,105998,174480,26753
202212,123248,311946,221815,133016,276043,24317
202301,127732,353361,244400,64439,93551,27581
202302,125525,334999,232063,64427,118860,26901
202303,171254,535608,367296,99201,220778,29085
202304,125922,370309,246982,70882,126424,24794
202305,142723,410530,288295,81550,170409,28707
202306,149189,457565,319060,99600,208612,31107
202307,127871,370278,268156,81338,148348,25390
202308,103869,298136,218494,67821,196686,19688
202309,122368,405491,335842,92073,187403,24460
202310,109665,354624,299338,89231,158620,29054
202311,115827,357369,300475,91244,183085,29092
202312,112429,336238,279576,88546,206044,25561
202401,119891,364965,297149,80826,120966,33143
202402,118207,355132,287717,72544,130592,30127
202403,139522,492615,423403,99906,196468,31509
202404,124736,387736,318353,74802,144547,30506
202405,125789,385123,332028,74017,152087,23279
202406,145679,442462,396515,86113,208837,31437
202407,113157,337416,334754,73182,139569,26728
202408,76275,245104,236547,52916,125991,18640
202409,92386,328612,377364,81550,213419,23644
202410,100760,315517,347263,83113,169550,25186
202411,97105,311565,350828,83842,184892,26181
202412,95143,309076,363236,90916,205578,26825
202501,88150,290773,347827,75380,165930,27956
202502,84884,270689,340369,72394,164628,30333
202503,105699,393455,527091,119398,242913,34073
202504,93866,300964,372551,98063,184685,27056
202505,91129,310018,379150,108147,193493,31256
202506,98157,335955,417431,118547,239073,34568
202507,96809,290681,372026,111453,186440,27947
202508,62924,202623,264317,82684,159810,18990
202509,78045,302694,434947,132197,260256,28737
202510,78433,268525,373171,116514,225399,29862
202511,74643,249653,360537,112287,253768,28677
202512,73195,254449,380921,123460,308955,32225
202601,68767,216148,369998,99654,189062,17752
202602,73451,224754,375862,96252,190683,18319
