"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
2022,3311,8970,6747,426,687,285
2023,2836,8846,9067,560,1445,66
2024,4421,6695,11535,1269,1320,146
2025,1194,2842,6748,1403,868,0
2026,332,528,1254,242,141,0
