"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
2022,34097,91130,69251,38229,183990,225
2023,29028,87069,79559,34890,166092,77
2024,27472,71730,89341,26094,162814,35
2025,18972,57459,87797,32773,231471,13
2026,5826,20627,35606,12792,76387,4
