"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202007,19944,42728,6665,132,138,0
202008,16608,35068,6436,103,155,0
202009,21539,39926,4389,124,161,0
202010,27244,44735,5801,200,186,0
202011,31399,53380,6887,135,178,0
202012,32693,52893,6124,236,180,0
202101,24662,47356,5247,158,296,0
202102,26559,49129,5016,185,262,20
202103,32228,56847,6548,286,411,0
202104,31001,49828,7583,248,286,6
202105,34164,55049,7105,245,436,1
202106,38285,60701,5842,318,526,0
202107,28649,45985,5512,325,515,0
202108,27228,43176,6488,293,370,1
202109,26800,44872,6959,301,466,0
202110,24807,40717,4378,276,461,0
202111,25658,45161,4983,415,568,2
202112,26949,41674,4805,322,552,8
202201,26099,41592,4972,307,620,3
202202,29939,43644,8143,305,600,1
202203,33379,50272,7474,427,5532,2
202204,27882,41796,6277,628,866,1
202205,33437,47294,7887,695,925,1
202206,35306,51388,6407,570,1137,1
202207,28735,44039,6779,578,609,1
202208,30807,48594,6864,540,4235,0
202209,29377,47620,4616,525,7247,0
202210,28707,45099,6860,464,2098,3
202211,30404,46717,8529,429,4457,0
202212,27294,43501,6978,469,5084,2
202301,26589,44831,5136,438,4852,0
202302,26443,44528,5716,454,5932,0
202303,30063,50229,5247,569,6612,0
202304,23246,42369,6530,545,5592,0
202305,32113,52327,8124,791,7600,0
202306,37497,59996,11042,735,9020,0
202307,27791,48236,9696,834,6846,0
202308,33590,52407,11584,1113,6984,2
202309,33614,52619,10138,1264,8821,0
202310,35970,49604,9187,1738,6057,0
202311,41946,50474,9464,1429,8646,0
202312,35214,40993,9875,1302,6771,0
202401,28923,42247,9821,980,4893,0
202402,32022,46533,11447,1034,10111,0
202403,31731,47761,13935,1412,10464,0
202404,28336,40565,16466,1300,6194,0
202405,34479,45262,16218,1373,8974,0
202406,36918,50403,15336,1949,9583,0
202407,29263,42027,18039,2209,6743,0
202408,29291,42169,16664,2644,5892,0
202409,29483,43402,13579,2470,6422,0
202410,28941,43506,14176,2407,6414,0
202411,30818,43229,14171,2590,6585,0
202412,28187,41975,14455,2532,8332,0
202501,25372,38852,14836,1908,3832,0
202502,26863,40496,15348,4871,5684,0
202503,31548,43785,16830,6932,8385,0
202504,28639,36352,14288,2601,6010,0
202505,34115,41147,17089,3081,10065,0
202506,38939,48867,15355,6220,13169,0
202507,31611,39991,17757,4031,7219,0
