"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
2020,149427,268730,36302,930,998,0
2021,346990,580495,70466,3372,5149,38
2022,361366,551556,81786,5937,33410,15
2023,384076,588613,101739,11212,83733,2
2024,368392,529079,174307,22900,90607,0
2025,364555,475376,199153,53452,103299,0
2026,24439,33144,15131,5161,7409,0
