"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202201,768,2687,600,51,140,74
202202,609,2521,434,62,145,42
202203,838,2850,569,59,256,55
202204,762,2453,503,29,113,58
202205,953,2986,601,39,159,62
202206,926,2429,645,39,238,116
202207,782,2325,436,53,135,65
202208,573,1973,514,39,163,77
202209,750,2033,582,69,293,49
202210,734,1950,487,49,192,21
202211,731,2075,507,63,221,36
202212,489,1511,223,29,229,44
202301,781,2743,434,88,316,63
202302,609,2265,516,50,265,65
202303,912,2866,763,119,565,46
202304,867,2366,651,99,307,48
202305,865,2741,730,102,383,32
202306,846,2733,588,135,328,39
202307,728,2051,552,100,276,69
202308,552,1751,449,73,385,30
202309,597,2271,682,109,350,42
202310,636,2134,593,95,396,27
202311,610,2148,562,98,421,21
202312,462,1624,309,51,338,21
202401,817,2843,586,28,277,22
202402,670,2591,472,104,278,33
202403,899,3308,571,99,349,46
202404,863,2982,433,146,237,33
202405,918,3083,430,111,283,42
202406,1161,2785,490,80,225,42
202407,1003,2827,372,88,145,94
202408,650,2130,432,91,183,192
202409,683,2704,427,112,364,171
202410,784,2734,557,133,223,78
202411,690,2652,515,109,296,22
202412,520,2005,287,61,288,59
202501,921,2835,617,177,442,23
202502,811,2412,543,187,367,52
202503,940,3005,695,144,480,21
202504,925,2988,651,179,400,49
202505,751,2952,737,184,460,34
202506,812,2898,386,163,551,35
202507,736,2925,685,191,531,41
202508,572,2457,627,130,451,35
202509,676,2567,666,181,742,71
202510,594,2716,721,132,687,34
202511,599,2614,839,138,629,42
202512,372,1653,496,133,679,61
202601,773,2556,925,263,568,56
202602,679,2550,774,209,567,46
202603,798,3294,967,262,1162,52
