"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202201,874,3205,3283,372,323,34
202202,1157,3472,3946,419,338,116
202203,1235,4351,4392,478,611,82
202204,1183,3385,3775,407,279,61
202205,1437,4193,3609,464,350,85
202206,1458,4625,2579,309,364,156
202207,1296,4206,2670,351,348,82
202208,1193,4780,3163,387,415,48
202209,1302,3888,3383,397,408,41
202210,1200,3158,3106,422,328,44
202211,1052,3176,4174,485,567,45
202212,914,2214,3997,398,378,100
202301,875,3006,3598,367,369,99
202302,1035,3646,3801,566,632,67
202303,1231,4451,4616,488,650,60
202304,1233,3070,3375,426,402,65
202305,1185,3504,3384,432,479,37
202306,1314,3873,3340,502,386,50
202307,1207,3025,3188,536,355,31
202308,1041,3087,3813,512,476,26
202309,992,3019,4186,448,448,29
202310,945,2440,3934,434,648,27
202311,949,2437,3912,431,530,34
202312,1036,2195,3874,420,424,37
202401,901,2551,3761,447,374,15
202402,1110,3280,5058,545,741,7
202403,1263,3354,6597,492,1174,10
202404,1279,3135,4765,488,719,22
202405,1343,3047,3871,472,781,18
202406,1602,4143,4676,430,864,9
202407,1096,2569,3798,468,581,11
202408,955,2064,3819,737,518,18
202409,1312,2774,3968,219,776,24
202410,1300,3016,4622,409,636,51
202411,1364,3243,4895,429,648,68
202412,1149,3104,6204,559,753,110
202501,1320,2368,4509,310,564,55
202502,1445,2428,5589,385,690,42
202503,1423,3080,6984,474,1155,83
202504,1201,2746,5534,572,704,28
202505,1195,2592,5769,516,799,28
202506,1327,2765,5501,560,1308,50
202507,1340,2564,5275,584,984,62
202508,896,1869,4312,575,918,79
202509,1068,2533,5105,667,905,103
202510,1077,2662,5415,666,943,40
202511,1015,2549,5554,756,852,28
202512,1055,2765,5816,1071,1182,41
202601,669,1682,4496,638,780,22
202602,1206,2244,5652,757,856,14
