"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
2014,,,,0,0,
2015,2790,54065,673,61,0,0
2016,4435,79061,3980,17,11,0
2017,5259,75053,11227,81,302,0
2018,2095,70626,7140,174,246,0
2019,1348,61226,9117,93,560,0
2020,647,36453,7189,79,97,0
2021,541,29607,13414,140,1740,0
2022,435,14817,11641,412,3634,0
2023,165,10461,13865,266,5468,0
2024,42,7664,20658,210,14448,0
2025,3,5903,15163,590,16278,0
