"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201806,79995,104356,3571,1359,3088,492
201812,60116,79794,3572,899,3669,157
201906,67719,96137,5996,898,4904,255
201912,58592,80569,8353,1258,4338,344
202006,42891,52761,9524,2575,4805,231
202012,48018,55010,16502,5066,11167,190
202106,34133,54337,22574,7940,15347,65
202112,24130,37141,19396,6686,18019,35
202206,24088,42774,20654,6542,14493,55
202212,24027,35793,20204,6726,19672,22
202306,25278,43136,26079,8812,23372,13
202312,21290,34218,24551,8144,24249,8
202406,26670,46395,31163,8695,22178,12
202412,17462,37609,32927,8233,22444,1
202506,17648,40550,40213,13104,31534,2
202512,13380,33157,35578,12940,24496,0
