"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201003,10075,3262,154,0,0,9
201006,11783,4413,106,0,0,5
201009,7934,2259,130,0,1,10
201012,7612,2108,100,0,0,10
201103,10006,3321,173,3,0,8
201106,11442,3617,162,4,14,17
201109,8696,2236,113,9,6,14
201112,8050,2142,119,5,11,7
201203,10234,3166,165,3,16,11
201206,11214,3803,199,7,9,16
201209,8207,2099,190,8,20,9
201212,8750,2237,568,4,31,4
201303,9163,3031,200,6,16,2
201306,10066,3867,194,2,56,7
201309,7088,2419,145,1,32,5
201312,7926,2530,164,2,54,5
201403,8897,3228,287,9,33,5
201406,10222,4395,263,13,57,22
201409,8165,2722,134,8,40,4
201412,8561,2752,262,26,182,7
201503,8463,3253,236,6,16,3
201506,9571,4106,223,7,20,13
201509,7321,2878,258,4,13,3
201512,7512,2784,244,8,24,0
201603,8545,4170,427,5,31,3
201606,9607,5503,363,31,40,3
201609,7197,3625,376,28,41,3
201612,7364,3602,306,44,33,4
201703,7579,5316,634,80,88,1
201706,8024,7091,581,197,100,1
201709,6633,4814,581,173,96,6
201712,6225,5147,617,237,102,2
201803,6907,6873,644,180,100,4
201806,7413,8319,812,214,110,4
201809,5467,5709,689,181,101,2
201812,4974,4910,738,138,119,1
201903,6532,7454,1089,191,241,0
201906,6747,8412,1387,185,308,3
201909,4898,6042,1320,170,229,1
201912,4845,5929,1607,367,208,1
202003,4596,5669,2160,454,336,4
202006,3343,4125,1743,347,365,3
202009,4803,5859,2906,708,780,4
202012,3886,3936,3470,1176,992,6
202103,3768,4652,4766,1232,1032,5
202106,3255,5206,5482,1170,1039,5
202109,2089,3686,4759,1077,1021,10
202112,2082,3295,3885,965,1557,2
202203,2672,3985,5075,1063,1615,6
202206,2381,3786,4459,939,1594,5
202209,2220,3557,5272,928,1380,4
202212,1963,3231,5104,924,1802,11
202303,2418,4481,6247,1213,2513,7
202306,1985,4899,6026,1334,2771,10
202309,1556,3551,5965,1145,2839,2
202312,1523,3376,5516,1114,2925,19
202403,1749,3880,6641,1117,2966,26
202406,1625,4068,5916,892,3470,18
202409,1209,2974,5813,889,3241,30
202412,847,1957,4520,668,2220,12
