"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201412,53811,24195,499,50,161,155
201506,381701,205379,3242,191,374,1751
201512,335745,184923,4532,469,794,1430
201606,403073,264100,13650,874,843,2648
201612,345786,222927,16636,640,1224,2163
201706,392098,319300,26973,1119,1333,3200
201712,322647,282166,28713,2227,2794,5421
201806,333606,428953,37753,2707,2462,12348
201812,254748,345639,38300,3101,4023,15811
201906,249542,447481,50651,3767,5913,17981
201912,215748,347959,58761,4145,4875,14612
202006,133459,192922,46487,5800,5410,5193
202012,199166,255523,92185,18019,13154,11024
202106,140170,233087,108562,19548,9641,7210
202112,125992,186235,113097,24562,15097,10049
202206,116949,195225,117143,24210,15049,9120
202212,113343,186424,126309,24580,17191,8979
202306,104405,240021,154390,32715,26380,13662
202312,87638,188222,153236,32482,29972,17786
202406,97429,239824,194514,33790,27320,18076
202412,85440,185730,205046,31614,34574,20585
202506,84892,215652,258992,62123,50302,34256
202512,53273,105182,147248,47563,37585,19893
