"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201301,34595,15409,644,25,12,68
201302,30063,14708,570,37,13,63
201303,33561,18898,582,48,16,72
201304,33721,18599,692,22,14,89
201305,28622,15405,469,10,35,80
201306,27894,14871,460,17,46,53
201307,22524,11783,497,20,28,44
201308,18973,10485,351,17,39,29
201309,22811,11593,411,24,89,47
201310,26167,12827,494,32,38,50
201311,20640,10986,401,34,97,48
201312,15943,8723,313,39,74,26
201401,31661,17082,746,65,50,61
201402,27850,17245,895,90,81,74
201403,31346,20441,699,62,184,162
201404,32651,19697,649,100,72,272
201405,26888,15262,515,85,78,257
201406,27473,14734,578,68,126,142
201407,23155,11607,423,52,77,92
201408,18684,9561,353,36,80,46
201409,21994,13439,796,48,92,63
201410,23612,13493,933,74,75,64
201411,18241,11012,444,95,72,55
201412,16190,9975,480,99,179,61
201501,28657,17704,767,192,128,72
201502,25898,17688,737,143,55,80
201503,31474,22459,841,249,178,115
201504,29582,20826,592,267,61,192
201505,24165,15684,461,229,110,108
201506,30662,17639,558,251,223,105
201507,22566,12898,439,144,84,95
201508,19618,10953,442,142,137,40
201509,22246,13549,639,190,116,69
201510,24305,14429,573,212,86,74
201511,22299,13247,461,238,79,59
201512,19392,12659,378,232,99,61
201601,24019,18933,826,567,150,131
201602,25474,22643,835,522,121,140
201603,28690,25686,855,608,311,413
201604,27793,25507,741,642,176,403
201605,24698,22430,755,584,128,303
201606,29554,23975,699,692,189,272
201607,19102,14285,511,464,82,172
201608,20768,16225,759,521,160,178
201609,21043,18721,985,746,220,139
201610,22260,17775,966,760,132,166
201611,20475,17540,745,650,164,167
201612,16079,16089,551,482,213,168
201701,25738,23390,1430,894,169,175
201702,23189,26525,1412,581,164,213
201703,27955,30307,1339,940,455,240
201704,23081,25787,954,1054,197,269
201705,23752,24979,1060,1126,268,281
201706,26625,25778,1054,1322,230,252
201707,17859,16692,826,1056,116,235
201708,17069,16325,862,836,180,344
201709,19158,19439,959,951,264,261
201710,20384,20794,1030,1005,141,305
201711,17305,20162,832,997,224,261
201712,11744,14258,612,1093,299,195
201801,22958,30538,1575,1225,331,494
201802,18400,29310,1348,875,171,286
201803,21019,34133,1575,996,404,464
201804,18619,32986,1483,816,229,610
201805,19080,32854,1338,911,289,660
201806,19883,33056,1323,1168,275,673
201807,15521,25004,1106,730,147,417
201808,19966,31660,1227,1026,246,396
201809,9529,16050,848,371,320,102
201810,12451,22173,1349,492,430,118
201811,10952,20453,1222,628,480,184
201812,6972,14664,912,259,349,140
201901,16063,31591,2288,585,471,196
201902,13752,32826,2075,546,642,194
201903,15983,34881,2148,595,1086,313
201904,16156,33303,2388,643,593,538
201905,16291,30804,2371,503,675,546
201906,16034,29992,2119,387,1143,473
201907,14608,27363,2013,419,526,327
201908,14412,29764,2321,565,579,410
201909,10990,20940,1849,750,1035,260
201910,13392,24501,3038,1059,579,292
201911,10812,19940,2355,911,464,217
201912,9334,19926,2048,989,1077,223
202001,16404,28100,4060,2340,743,307
202002,13576,26332,4272,1512,863,321
202003,7987,15266,2882,1181,1276,254
202004,1297,2943,582,285,153,51
202005,10734,18315,3081,1685,746,245
202006,14992,26673,3516,2355,1148,598
202007,13739,23148,3570,2561,1137,498
202008,11195,17886,3220,2439,1372,384
202009,11321,15249,4264,3026,1879,443
202010,12964,15689,4276,4059,1471,357
202011,9177,10573,3113,4670,1476,198
202012,7624,11028,2999,5406,2733,405
202101,9419,17197,5940,3919,1092,275
202102,8578,17585,5776,3255,1142,294
202103,9244,20537,7777,5487,1802,315
202104,7479,17359,6529,4367,1305,270
202105,6975,16129,6144,3990,1504,236
202106,7756,18497,7382,4943,2264,408
202107,4630,11949,5466,3832,1486,369
202108,4298,11470,5310,3760,2080,186
202109,4354,10880,5082,3527,2618,185
