"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202110,4332,9815,4709,3929,2154,206
202111,4693,9237,4073,3571,2473,225
202112,3199,8030,3401,2937,2787,207
202201,5281,13781,6935,4857,2769,416
202202,4670,13159,6725,4467,3079,258
202203,5420,14726,7160,5815,3797,233
202204,3797,11642,5927,4637,2357,161
202205,3882,11853,6099,4678,2362,235
202206,5140,13587,7587,5442,2861,338
202207,3777,10947,5545,3734,2004,256
202208,3736,12108,5907,4241,2864,161
202209,3327,12194,6611,5018,3805,234
202210,3714,11537,6244,5387,3496,202
202211,3176,11271,5231,6152,3808,261
202212,2424,8931,4155,4498,4500,189
202301,4038,14687,8084,7187,5715,259
202302,3646,15531,8045,6842,5648,344
202303,4417,20053,9213,8386,9470,402
202304,3263,14710,7386,7733,6498,390
202305,2915,14372,7721,8843,7203,397
202306,3556,17184,9900,11662,9139,488
202307,2132,10406,6864,8395,6738,235
202308,1898,10049,6867,8697,9254,146
202309,2308,11052,7690,8675,9158,151
202310,1915,10662,8008,9270,8640,221
202311,2047,9746,7204,8865,9508,340
202312,1171,7346,5212,5422,6472,226
202401,2223,12453,10008,11938,10017,279
202402,1894,13912,9897,8327,9396,437
202403,1909,13929,9839,7074,11726,436
202404,1751,12822,9317,6362,9190,380
202405,1876,11884,9010,5583,10428,235
202406,1872,15350,12727,5847,13717,313
202407,1256,9406,7471,4251,9732,198
202408,1088,7378,7102,3633,10030,195
202409,824,7835,7361,3452,12146,222
202410,1207,8599,9379,4368,12772,299
202411,1084,7984,8039,3296,11256,324
202412,760,6846,6402,1930,7451,242
202501,1137,10311,11588,3709,13723,291
202502,811,10931,12506,2729,13049,267
202503,920,10331,11997,3084,13664,356
202504,721,7798,10387,2784,10714,333
202505,903,8127,10555,3195,11359,336
202506,1207,10206,13567,3629,12771,343
202507,865,7181,9731,3518,10219,290
202508,510,6029,7604,2799,9088,176
202509,597,6443,9275,3193,11975,180
202510,551,7066,10425,3479,12370,218
202511,372,5519,7639,2533,11952,206
202512,473,5584,8308,3219,11344,114
202601,526,7158,11117,2136,12141,100
202602,517,9761,13356,1799,11686,113
202603,717,9820,15078,2177,15668,423
202604,849,8072,12942,1760,13989,372
202605,778,6412,11882,1590,12601,485
202606,1084,8709,15339,2567,17276,653
