"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201001,2757,747,54,0,0,5
201002,3056,1000,42,0,0,4
201003,4262,1515,58,0,0,0
201004,4333,1590,36,0,0,0
201005,3724,1420,26,0,0,1
201006,3726,1403,44,0,0,4
201007,3382,1026,50,0,0,1
201008,1944,568,44,0,0,4
201009,2608,665,36,0,1,5
201010,2919,888,34,0,0,8
201011,2729,698,32,0,0,2
201012,1964,522,34,0,0,0
201101,2571,765,32,0,0,1
201102,3391,995,44,0,0,2
201103,4044,1561,97,3,0,5
201104,3765,1398,98,2,3,5
201105,4334,1333,28,0,9,6
201106,3343,886,36,2,2,6
201107,3593,912,32,0,2,6
201108,2358,623,54,6,1,6
201109,2745,701,27,3,3,2
201110,3062,835,39,1,3,3
201111,2948,725,51,3,5,2
201112,2040,582,29,1,3,2
201201,2894,733,26,0,7,2
201202,3397,1103,62,2,7,4
201203,3943,1330,77,1,2,5
201204,3912,1428,53,1,1,5
201205,3576,1230,42,0,2,4
201206,3726,1145,104,6,6,7
201207,3254,887,75,5,6,8
201208,2252,616,48,2,5,1
201209,2701,596,67,1,9,0
201210,3471,891,170,0,7,0
201211,2885,737,284,2,13,4
201212,2394,609,114,2,11,0
201301,2582,763,49,1,4,1
201302,3062,983,78,2,5,0
201303,3519,1285,73,3,7,1
201304,3647,1466,80,0,4,3
201305,3243,1307,68,0,30,0
201306,3176,1094,46,2,22,4
201307,2913,948,61,1,9,4
201308,1842,679,42,0,12,0
201309,2333,792,42,0,11,1
201310,3414,1031,69,1,17,2
201311,2652,838,59,1,21,3
201312,1860,661,36,0,16,0
201401,2566,813,59,1,5,1
201402,3002,1070,85,3,3,4
201403,3329,1345,143,5,25,0
201404,3565,1576,111,5,16,5
201405,3495,1631,100,6,11,8
201406,3162,1188,52,2,30,9
201407,3275,1156,57,5,14,0
201408,2193,714,42,2,15,0
201409,2697,852,35,1,11,4
201410,3463,1002,66,2,23,0
201411,2579,826,79,5,37,4
201412,2519,924,117,19,122,3
201501,2421,742,76,2,3,0
201502,2664,1093,40,2,3,2
201503,3378,1418,120,2,10,1
201504,3443,1549,84,4,8,2
201505,2874,1311,74,0,6,3
201506,3254,1246,65,3,6,8
201507,3084,1197,96,4,3,0
201508,1844,753,70,0,2,2
201509,2393,928,92,0,8,1
201510,3273,1067,97,3,8,0
201511,2435,929,79,1,8,0
201512,1804,788,68,4,8,0
201601,2378,1023,136,2,6,1
201602,2911,1452,154,2,6,1
201603,3256,1695,137,1,19,1
201604,3180,1983,107,15,9,0
201605,3041,1869,148,8,20,3
201606,3386,1651,108,8,11,0
201607,2723,1354,100,10,9,0
201608,2118,1153,147,7,11,0
201609,2356,1118,129,11,21,3
201610,2989,1189,140,30,10,2
201611,2455,1321,90,4,15,0
201612,1920,1092,76,10,8,2
201701,2648,1318,218,22,22,0
201702,2251,1672,173,19,22,1
201703,2680,2326,243,39,44,0
201704,2493,2251,156,40,22,0
201705,2744,2608,211,79,38,0
201706,2787,2232,214,78,40,1
201707,2615,1746,200,68,32,2
201708,1874,1410,187,55,22,2
201709,2144,1658,194,50,42,2
201710,2416,2029,250,122,39,0
201711,2345,1863,230,68,31,1
201712,1464,1255,137,47,32,1
201801,2224,1970,192,68,28,0
201802,2172,2249,189,53,20,3
201803,2511,2654,263,59,52,1
201804,2442,2743,252,74,22,1
201805,2363,2808,241,55,41,1
201806,2608,2768,319,85,47,2
201807,2201,2501,297,71,45,0
201808,1948,2048,249,67,31,2
201809,1318,1160,143,43,25,0
201810,2150,1944,250,60,49,0
201811,1670,1662,267,47,40,0
201812,1154,1304,221,31,30,1
201901,2057,1910,356,64,28,0
201902,2156,2632,300,62,72,0
201903,2319,2912,433,65,141,0
201904,2267,3023,450,58,97,1
201905,2350,2711,474,74,80,0
201906,2130,2678,463,53,131,2
201907,2073,2380,497,35,77,0
201908,1480,2040,399,57,62,1
201909,1345,1622,424,78,90,0
201910,2028,2386,690,134,65,0
201911,1645,1932,517,131,50,1
201912,1172,1611,400,102,93,0
202001,1746,1994,750,208,100,0
202002,1836,2366,795,161,113,2
202003,1014,1309,615,85,123,2
202004,404,569,315,33,44,1
202005,1154,1396,624,136,110,1
202006,1785,2160,804,178,211,1
202007,2091,2507,1091,269,230,1
202008,1315,1609,837,197,227,3
202009,1397,1743,978,242,323,0
202010,1518,1454,1209,315,244,2
202011,1415,1341,1171,395,265,4
202012,953,1141,1090,466,483,0
202101,1296,1374,1320,428,199,4
202102,1126,1459,1409,305,299,1
202103,1346,1819,2037,499,534,0
202104,1210,1718,1791,405,301,0
202105,1045,1629,1770,362,292,1
202106,1000,1859,1921,403,446,4
202107,874,1645,1896,404,307,8
202108,544,1052,1428,372,295,1
202109,671,989,1435,301,419,1
202110,627,1061,1399,367,381,0
202111,776,1136,1264,298,483,1
202112,679,1098,1222,300,693,1
202201,833,1186,1448,308,401,2
202202,892,1329,1662,316,497,2
202203,947,1470,1965,439,717,2
202204,761,1217,1437,329,480,0
202205,746,1283,1432,310,634,0
202206,874,1286,1590,300,480,5
202207,841,1347,1853,347,433,0
202208,673,1080,1509,221,350,0
202209,706,1130,1910,360,597,4
202210,740,1121,1838,296,530,7
202211,639,1038,1839,331,669,4
202212,584,1072,1427,297,603,0
202301,793,1247,1696,328,674,0
202302,781,1438,1951,371,795,2
202303,844,1796,2600,514,1044,5
202304,699,1593,1834,402,765,1
202305,595,1674,2021,417,911,3
