"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
2022,2874,11522,9749,0,1350,1
2023,3233,10039,10874,952,2098,405
2024,4346,7844,13891,1685,1779,577
2025,5152,8929,19604,4448,3150,688
2026,2017,2945,10148,2274,1377,334
