"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202203,3994,11659,7898,0,2108,3317
202206,3777,11942,8539,0,2352,3124
202209,4375,16110,9244,0,3259,3576
202212,4266,13589,8729,0,3919,3549
202303,4039,14142,9842,0,3140,5803
202306,4417,13026,11091,0,3858,4287
202309,3876,13058,10848,0,3831,3922
202312,3730,11575,11620,0,3609,3366
202403,5320,10464,11245,0,3400,2799
202406,6984,17395,17963,0,2343,5592
202409,2924,9982,14029,0,1635,3434
202412,3215,11164,15233,0,2417,3567
202503,3167,8589,15788,0,2161,3987
202506,3264,7388,16184,0,1040,3252
202509,3149,9645,21597,0,2223,7336
202512,3106,10036,23571,0,3425,7895
202603,2025,4893,15740,0,2587,2030
202606,2112,7105,21823,0,2935,3600
202609,1132,3421,11719,,1496,3524
