"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202203,3266,11028,11621,1269,1272,232
202206,4078,12203,9963,1180,993,302
202209,3791,12874,9216,1135,1171,171
202212,3166,8548,11277,1305,1273,189
202303,3141,11103,12015,1421,1651,226
202306,3732,10447,10099,1360,1267,152
202309,3240,9131,11187,1496,1279,86
202312,2930,7072,11720,1285,1602,98
202403,3274,9185,15416,1484,2289,32
202406,4224,10325,13312,1390,2364,49
202409,3363,7407,11585,1424,1875,53
202412,3813,9363,15721,1397,2037,229
202503,4189,7876,17082,1169,2408,180
202506,3723,8103,16804,1648,2811,106
202509,3304,6966,14692,1826,2807,244
202512,3147,7976,16785,2493,2977,109
202603,3269,7200,20293,2417,3193,87
