"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201203,4918,76732,3442,0,47,140
201206,4629,69435,5022,0,29,264
201209,4438,68609,4428,0,7,176
201212,5581,69923,4744,0,132,160
201303,5039,71527,4411,0,16,61
201306,5322,73535,3842,0,22,77
201309,4690,72322,4119,0,13,80
201312,6305,85556,4562,0,49,59
201403,6070,79608,4209,0,4,92
201406,8425,87096,4637,0,1,69
201409,7802,80054,4422,0,12,96
201412,7898,87789,4487,0,37,32
201503,7919,86591,2629,0,33,34
201506,9297,87811,2076,0,9,60
201509,7855,75327,1584,0,7,18
201512,7568,88157,2032,0,7,12
201603,7274,86404,2126,0,1,9
201606,7694,93303,1953,0,9,21
201609,6570,80971,2180,0,3,18
201612,6959,96117,2162,1,9,9
201703,6231,88280,1779,2,130,2
201706,6225,88540,1895,25,165,1
201709,5605,88953,2358,19,151,1
201712,5049,97967,2451,40,320,1
201803,4338,95970,2178,35,167,1
201806,4341,88814,2094,51,134,12
201809,3306,81110,1775,35,154,8
201812,2576,94332,2460,40,143,9
201903,2445,77838,3528,46,152,12
201906,2184,86826,6802,66,820,17
201909,1798,83073,5935,81,637,11
201912,3103,96951,9807,85,1752,18
202003,2241,77666,7629,127,1778,22
202006,1824,79846,7922,204,570,11
202009,1926,85967,11199,248,2042,14
202012,2133,96870,14038,208,1853,7
202103,2203,85000,16944,183,1523,23
202106,1687,66762,13506,289,2007,14
202109,1898,77510,14029,236,1518,4
202112,2157,77708,15562,199,1949,7
202203,1461,67081,18723,147,2900,3
202206,1830,58444,18797,363,2998,2
202209,1787,64952,20207,407,3514,1
202212,2030,71595,18976,1319,6694,0
202303,1707,69312,19539,1087,5323,0
202306,3357,73231,22343,1250,7538,0
202309,2305,67495,23474,1141,5384,2
202312,2130,72868,29294,1048,6461,1
202403,1869,64606,27371,866,5252,4
202406,2188,60216,30325,676,12830,6
202409,1657,57511,27638,661,10397,1
202412,1727,57746,30446,558,9150,1
202503,1970,48796,30123,505,6940,0
202506,2097,45625,31577,602,5787,2
202509,1503,43556,29348,713,9279,1
202512,1807,54293,38009,767,10352,1
202603,1171,40251,34531,601,9412,0
202606,1269,41364,39219,1067,10537,0
