"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
200503,17297,40908,126,0,3,133
200506,20712,57857,106,0,3,441
200509,16853,43700,144,0,1,116
200512,19252,42655,228,0,6,141
200603,19093,43809,286,0,2,292
200606,22535,58619,174,0,2,392
200609,18118,39949,522,0,3,348
200612,21111,43430,588,0,2,473
200703,19841,42054,645,0,6,667
200706,25368,55658,796,1,1,879
200709,22072,42377,1080,0,2,1050
200712,25052,44966,698,0,10,749
200803,22791,43035,733,1,6,594
200806,26834,57213,915,5,7,595
200809,21086,44349,828,8,2,588
200812,22655,44554,588,15,9,560
200903,18374,39970,717,4,5,358
200906,21091,52303,986,5,10,470
200909,18241,43267,1134,12,11,384
200912,21049,46634,1038,4,31,380
201003,20378,45342,906,4,27,333
201006,23130,58492,1154,8,76,267
201009,20800,46016,1044,11,41,220
201012,26239,50726,1113,10,57,203
201103,25057,49315,1255,29,137,312
201106,28124,57658,1407,29,118,346
201109,25087,49710,1196,32,99,263
201112,31056,54857,1484,30,98,256
201203,30873,50792,1192,50,166,274
201206,36127,61907,1807,47,281,262
201209,25832,39963,1738,69,231,176
201212,32079,47914,1749,56,246,214
201303,28272,43188,1844,111,172,218
201306,30819,52055,1601,80,291,238
201309,25903,41941,1539,118,355,211
201312,30662,47886,1666,199,574,211
201403,26738,41412,1456,144,427,133
201406,29702,49831,1539,206,513,217
201409,25431,41611,1325,214,428,278
201412,31433,48021,1765,244,580,435
201503,28969,42518,1624,527,615,230
201506,33634,53051,1889,559,1246,377
201509,30522,44560,1391,496,942,222
201512,34774,45340,1389,910,1079,279
201603,29248,41117,1625,731,835,159
201606,34261,48762,1913,670,820,244
201609,29243,41136,2031,780,919,205
201612,32843,47651,2071,766,951,350
201703,28395,41979,1775,584,1111,165
201706,32037,50175,2309,819,1016,155
201709,25526,42575,2114,928,1162,210
201712,27890,48908,2169,1148,1640,242
201803,23121,45583,2089,909,1371,302
201806,25595,55076,2783,1078,1182,322
201809,19735,42716,2862,923,1125,160
201812,21909,45472,3494,1294,1733,53
201903,20664,44997,3619,781,3124,93
201906,22491,53369,5285,732,2904,434
201909,16689,43065,5455,836,2883,386
201912,19617,50688,7773,1860,4266,366
202003,13860,31023,6331,2306,3208,277
202006,10351,26895,5852,2122,2611,115
202009,13602,29501,8133,3552,5540,128
202012,14138,31568,12557,6313,8393,99
202103,9634,27009,12725,4378,4890,85
202106,10024,30175,15125,6082,7680,102
202109,6476,22096,13616,5429,8126,69
202112,6505,21488,12964,5914,11321,109
202203,6725,21550,14057,4997,9085,52
202206,7094,20971,14499,4431,9357,57
202209,6450,21531,13225,3847,8469,53
202212,6339,22179,16260,4537,13596,42
202303,5808,22319,17180,5226,10426,44
202306,6375,22890,18268,5387,12966,23
202309,5715,19397,16235,5533,13109,7
202312,6042,20599,19049,6948,16428,7
202403,5656,18999,18907,5472,10617,10
202406,6905,20817,21592,5437,11177,4
202409,5042,15121,19602,4538,11477,5
202412,5406,16542,23220,5694,13310,2
202503,4200,13484,20097,4991,11114,5
202506,1325,4972,6767,1932,3443,1
