"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201301,73932,35730,757,29,21,430
201302,67267,34767,693,40,22,436
201303,73995,40732,705,49,22,480
201304,74787,42103,829,27,24,511
201305,69538,39128,580,17,40,486
201306,69775,38395,588,20,59,474
201307,64121,35257,640,24,36,499
201308,52579,31317,469,23,52,381
201309,62716,35668,560,27,102,439
201310,68470,37357,652,39,49,473
201311,54309,29435,538,40,106,413
201312,50852,27033,449,52,88,349
201401,73086,38856,951,74,55,431
201402,67585,39624,1074,103,89,480
201403,70097,43160,870,69,195,555
201404,73282,43015,831,124,89,690
201405,64209,36736,696,97,85,633
201406,69598,38232,760,84,144,542
201407,65438,35699,600,67,91,541
201408,52271,30372,529,49,106,375
201409,61879,37804,1009,61,121,456
201410,64189,37204,1121,92,98,461
201411,50697,29697,625,114,88,385
201412,49993,28424,678,122,196,366
201501,66958,38333,960,225,152,390
201502,64622,39416,978,173,84,385
201503,74050,47014,1070,284,206,480
201504,69972,44141,805,290,93,530
201505,61183,37624,674,263,128,418
201506,75724,43984,747,296,253,474
201507,62128,35698,651,179,123,424
201508,52685,32726,633,184,166,343
201509,60648,37467,883,225,147,391
201510,62660,37997,827,262,109,414
201511,56669,34494,692,289,103,367
201512,59510,34493,610,298,140,415
201601,55776,39123,1058,635,190,427
201602,63116,45171,1119,597,149,443
201603,67673,49112,1157,670,347,727
201604,65601,48911,1018,708,215,733
201605,62212,46008,1052,661,165,641
201606,72514,49973,1045,783,231,622
201607,53075,34641,769,531,116,464
201608,55079,39320,1012,595,203,492
201609,58479,43528,1300,813,284,479
201610,57884,40320,1290,840,179,475
201611,54598,38594,1018,745,198,465
201612,49565,36367,865,622,272,486
201701,62195,45825,1748,996,219,500
201702,58977,49786,1766,707,218,568
201703,68747,56972,1694,1069,522,593
201704,56725,48005,1283,1137,240,609
201705,61727,50233,1427,1242,326,665
201706,67850,52370,1440,1447,288,649
201707,52492,38725,1148,1172,173,504
201708,49690,40779,1190,961,241,613
201709,53279,44565,1334,1121,361,567
201710,56894,46155,1438,1208,212,606
201711,50632,42866,1213,1261,299,547
201712,42475,33987,926,1524,393,481
201801,59778,55441,1992,1461,402,786
201802,53080,52800,1716,1059,219,548
201803,58224,60828,2017,1199,480,786
201804,50965,57841,1857,986,287,909
201805,55321,59390,1770,1089,339,992
201806,58506,60517,1741,1393,369,978
201807,49310,49141,1536,932,215,700
201808,50107,57137,1682,1262,322,691
201809,40316,41714,1276,593,399,417
201810,47314,51346,1856,795,517,450
201811,39519,44483,1632,877,561,463
201812,33039,35052,1309,565,446,407
201901,48664,57213,2763,867,581,460
201902,45232,57758,2571,803,733,488
201903,48280,61105,2673,832,1181,607
201904,47695,59792,2941,886,693,839
201905,48681,57980,2835,729,769,848
201906,48474,55084,2615,626,1277,766
201907,48473,55060,2532,664,641,626
201908,40984,55062,2814,799,676,657
201909,40287,49410,2499,967,1169,578
201910,46872,56354,3775,1333,720,662
201911,37259,45387,2952,1181,592,470
201912,37030,45494,2755,1352,1255,523
202001,47939,59198,4848,2704,936,641
202002,43017,55368,4971,1820,1038,640
202003,27283,34625,3320,1397,1383,471
202004,6476,8344,704,357,191,117
202005,31738,39330,3542,1991,854,441
202006,49039,61639,4355,2795,1340,915
202007,48253,58282,4514,3067,1323,805
202008,40383,50508,4046,2853,1543,648
202009,43138,51004,5254,3527,2095,766
202010,44193,50159,5355,4569,1747,683
202011,32414,35102,3916,5170,1695,456
202012,32271,35346,3997,6203,3023,694
202101,35264,44704,7030,4496,1382,517
202102,35017,47226,7041,3917,1497,555
202103,39394,55351,9159,6238,2206,639
202104,33959,48592,7815,5120,1638,574
202105,32095,44879,7432,4720,1808,527
202106,37601,52219,9104,5983,2709,729
202107,29652,41510,7022,4773,1908,640
202108,27943,42202,6969,4738,2590,474
202109,29539,43216,7024,4693,3198,481
202110,28514,40082,6514,5005,2812,510
202111,26544,36707,5707,4659,3142,529
202112,25547,35572,4998,4151,3511,518
202201,28100,43027,8763,5962,3476,714
202202,26818,41509,8522,5651,3786,548
202203,29174,46199,9129,7144,4725,593
202204,23687,38268,7600,5816,3125,425
202205,25172,39791,7797,5945,3154,496
202206,29372,42956,9471,6923,3680,634
202207,23060,36401,7248,5012,2764,522
202208,22161,40958,7657,5572,3590,442
202209,23593,43913,8523,6524,4555,530
202210,22649,41460,8087,6875,4199,501
202211,21451,39927,7090,7809,4447,541
202212,20765,36115,6222,6895,5270,489
202301,24314,45881,10372,9362,6675,561
202302,23027,44542,10282,8557,6512,604
202303,27205,53670,11740,10277,10364,738
202304,22690,43270,9631,9565,7250,663
202305,23969,45422,10057,10986,8042,697
202306,28131,52059,12855,15362,10245,853
202307,22726,40362,9462,10990,7725,520
202308,20666,42201,9507,10444,10416,452
202309,21480,43635,10475,10255,10422,424
202310,21721,44605,11175,11101,10000,570
202311,20215,41248,10221,10674,10720,622
202312,17507,34572,8055,7306,7742,474
202401,21789,46296,13795,14077,11863,584
202402,20795,47927,14187,10369,10998,743
202403,21079,48085,13988,8953,13379,754
202404,21038,47416,13536,8235,10831,682
202405,20508,44991,13189,7389,12012,531
202406,21335,48651,17364,7822,15530,621
202407,20745,44533,12499,6191,11762,515
202408,15973,39123,11374,5198,11856,454
202409,17321,42086,12299,5165,14221,520
202410,19558,45980,15159,6463,15353,616
202411,15912,38240,12667,5024,13620,592
202412,15958,36398,11232,4004,10007,559
202501,17992,45427,17199,5899,16179,611
202502,16405,44198,18332,4829,15403,515
202503,16990,45836,17883,5286,16105,661
202504,14959,38204,15323,4796,12785,605
202505,15998,40900,15860,5330,13579,621
202506,18452,45514,19716,6236,15635,675
202507,17248,42284,15921,6166,12902,622
202508,12647,36828,12778,4763,11603,450
202509,15095,43312,15543,5548,15201,508
202510,15292,43932,17018,5944,15921,543
202511,12761,35383,13004,4734,14998,473
202512,13863,37081,14672,6335,15349,365
202601,13412,40079,17498,4790,15114,414
202602,13200,42671,20274,4183,14978,392
202603,14417,45991,22280,4655,19418,760
202604,13006,40449,19298,4116,17903,662
202605,11877,35956,17677,3633,15922,737
