"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201001,2922,35644,0,0,0,0
201002,2714,36591,0,0,0,0
201003,2866,43436,0,0,0,0
201004,2823,42684,0,0,0,0
201005,2570,38710,0,0,0,0
201006,2539,47497,0,0,0,0
201007,2942,48667,0,0,0,0
201008,2997,43065,0,0,0,0
201009,2166,32623,0,0,0,0
201010,2844,46757,0,0,0,0
201011,2705,46066,0,0,0,0
201012,2821,46826,0,0,0,0
201101,2752,49883,0,0,2,0
201102,2698,45415,0,0,0,0
201103,3183,52244,0,0,0,0
201104,2842,36661,0,0,0,0
201105,2447,37336,0,0,0,0
201106,3350,44752,0,0,0,0
201107,3896,55741,0,0,0,0
201108,3206,47591,0,0,0,0
201109,2527,53504,0,0,0,0
201110,2536,55920,0,0,0,0
201111,2786,38580,0,0,0,0
201112,2410,49736,0,0,0,0
201201,4557,46539,0,0,0,0
201202,4910,54509,0,0,0,0
201203,5237,56094,0,0,0,0
201204,5291,55458,0,0,0,0
201205,6414,60465,0,0,0,0
201206,6994,65640,0,0,0,0
201207,6661,65907,0,0,0,0
201208,4042,50546,0,0,0,0
201209,6861,65518,0,0,0,0
201210,6477,68054,0,0,0,0
201211,5622,66267,0,0,0,0
201212,3965,58757,0,0,0,0
201301,5644,61038,0,0,0,0
201302,5174,67652,0,0,0,0
201303,4521,64775,0,0,0,0
201304,4340,69150,0,0,1,0
201305,4029,68856,0,0,0,0
201306,5465,68668,0,0,0,0
201307,6299,75921,0,0,0,0
201308,2697,52401,0,0,0,0
201309,4495,78737,0,0,0,0
201310,5847,73780,0,0,0,0
201311,5301,75473,0,0,0,0
201312,4596,65172,0,0,0,0
201401,5106,70567,0,0,0,0
201402,5666,75103,0,0,0,0
201403,5150,76312,0,0,0,0
201404,5540,71671,0,0,0,0
201405,4791,67061,0,0,0,0
201406,6018,78220,0,0,0,0
201407,4728,64424,0,0,0,0
201408,3777,67309,0,0,0,0
201409,4719,70176,0,0,0,0
201410,4577,72217,0,0,0,0
201411,4233,59404,0,0,0,0
201412,3747,48948,0,0,0,0
201501,3764,62743,0,0,0,0
201502,3739,58673,0,0,0,0
201503,2552,68997,0,0,0,0
201504,2794,57555,0,0,0,0
201505,4739,53537,0,0,0,0
201506,5454,56870,0,0,0,0
201507,2627,35516,0,0,0,0
201508,3061,66162,0,0,0,0
201509,3211,65566,0,0,0,0
201510,2234,60481,0,0,0,0
201511,2129,61534,0,0,0,0
201512,3465,49394,0,0,0,0
201601,3213,58360,0,0,0,0
201602,4287,58771,0,0,0,0
201603,4281,64856,0,0,0,0
201604,4729,60540,0,0,0,0
201605,5053,65174,0,0,0,0
201606,6217,68127,0,0,0,0
201607,3738,44568,0,0,0,0
201608,4072,73982,0,0,0,0
201609,4455,67633,0,0,0,0
201610,4002,66847,0,0,0,0
201611,4407,74407,0,0,0,0
201612,3848,61465,0,0,0,0
201701,4389,64459,0,0,0,0
201702,5559,69035,0,0,0,0
201703,6686,75276,0,0,0,0
201704,5527,64701,0,0,0,0
201705,7216,65912,0,0,0,0
201706,5328,47109,0,0,0,0
201707,6713,59911,0,0,0,0
201708,8401,68425,0,0,0,0
201709,6778,59969,0,0,0,0
201710,6406,65487,0,0,0,0
201711,7200,66569,0,0,0,0
201712,6351,59067,0,0,0,0
201801,5862,66879,0,0,0,0
201802,6956,64047,0,0,0,0
201803,7489,69850,0,0,0,0
201804,6425,72458,0,0,0,0
201805,6296,74217,0,0,0,0
201806,3797,39656,0,0,0,0
201807,6575,75622,0,0,0,0
201808,6906,70725,0,0,0,0
201809,7032,61260,0,0,0,0
201810,7228,73577,0,0,0,0
201811,6597,68455,0,0,0,2
201812,5938,60825,0,0,0,3
201901,6370,50535,0,0,0,0
201902,4908,57150,0,0,0,1
201903,6241,66411,0,0,0,0
201904,5716,62049,70,0,0,1
201905,5950,61017,71,0,0,2
201906,4309,39232,31,0,0,0
201907,5028,63430,34,0,0,1
201908,6278,61558,36,0,0,0
201909,5200,65453,35,0,0,2
201910,6076,65974,29,0,0,1
201911,6061,63637,13,0,0,2
201912,5696,58390,12,0,0,8
202001,5154,56022,15,2,20,4
202002,5800,54637,54,2,2,3
202003,5615,56243,62,1,0,1
202004,632,5245,10,0,0,1
202005,248,1917,0,0,0,0
202006,945,6479,24,0,0,4
202007,3383,11792,56,0,0,1
202008,3513,25702,136,0,0,8
202009,2016,32256,233,1,1,7
202010,3029,31548,195,0,54,2
202011,4229,31064,142,0,33,3
202012,5415,34736,181,0,10,14
202101,3557,33796,230,0,46,0
202102,4822,27767,335,0,125,0
202103,4561,59144,311,0,88,3
202104,8057,50129,285,0,102,0
202105,3980,38243,128,0,58,3
202106,6638,47180,89,0,69,1
202107,5068,46105,80,0,46,1
202108,6411,57013,170,0,36,2
202109,4526,56750,110,0,39,0
202110,4371,48842,160,0,45,1
202111,5470,58016,239,0,19,0
202112,5649,67385,336,0,12,0
202201,6739,55458,95,0,36,0
202202,7211,52777,346,2,9,43
202203,10167,64644,205,8,19,5
202204,6788,53548,201,0,99,0
202205,4241,31003,175,0,200,1
202206,6262,54630,211,0,132,52
202207,5752,59046,184,0,131,33
202208,6305,66393,223,0,1021,42
202209,6380,68314,183,0,2154,33
202210,5761,63658,159,0,2157,27
202211,4441,60442,829,0,1965,54
202212,3098,64777,2289,0,2404,9
202301,3356,64275,2278,0,298,12
202302,4101,57101,1971,3,391,3
202303,4820,69594,2163,4,1107,24
202304,3819,37689,2868,2,1284,7
202305,4233,54442,2833,6,1561,29
202306,2879,55358,4456,9,1205,42
202307,4807,51831,5630,13,1074,6
202308,4658,56166,6937,21,1331,5
202309,4294,50608,4884,7,1926,24
202310,4568,51554,5947,2,1737,31
202311,6741,53107,6241,2,1942,20
202312,7670,51878,6226,1,3206,9
202401,4139,44787,4812,9,2336,9
202402,3722,47629,3542,11,1445,17
202403,4701,46341,4883,9,2143,12
202404,2107,29642,3422,3,1835,16
202405,5572,43427,4054,7,1988,30
202406,5271,43659,4057,2,3813,12
202407,4711,42816,4947,7,4328,20
202408,4478,44184,5499,11,5330,31
202409,5411,42040,5486,8,4772,21
202410,4651,45158,5299,1,4732,17
202411,5288,41457,5269,4,6027,74
202412,5032,46497,5414,2,4515,57
202501,4903,36605,4206,14,2517,1
202502,5569,41402,4457,14,5183,5
202503,4714,38806,5122,14,8850,9
202504,4122,24347,4415,38,7402,9
202505,4680,31759,4124,407,6573,62
202506,4654,25911,5722,1232,6808,39
202507,4698,29040,5968,339,5861,15
202508,4382,28281,5227,685,6343,36
202509,5465,29225,5858,542,4089,19
202510,4597,31246,5056,481,13858,13
