"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201106,880009,333063,6420,14,960,10996
201112,723309,262335,7499,42,1677,1182
201206,775605,264923,10408,145,2283,1414
201212,614326,229434,17415,522,3388,809
201306,640668,269272,23235,363,4787,1501
201312,567227,279434,24111,491,4114,1475
201406,628503,312909,21709,721,4408,1138
201412,530511,297218,21145,1337,6333,1247
201506,600879,390576,27914,2485,8183,1184
201512,509853,372639,29023,3335,9357,509
201606,587144,489060,26777,3919,12555,277
201612,478808,421557,26376,3713,9665,318
201706,549143,549230,35247,4988,13724,350
201712,463956,485304,36104,7101,11701,822
201806,484373,656334,46272,7202,14689,1343
201812,372210,568360,47249,7551,17034,964
201906,401444,699610,51149,7984,21418,1801
201912,359754,623327,58236,10805,22209,540
202006,226169,372791,61808,20244,45457,4108
202012,286999,429927,111508,54717,67253,12549
202106,215101,405308,157365,71976,73981,22041
202112,139848,295611,142111,69266,91646,24421
202206,130627,310969,168459,63293,95531,24462
202212,111156,300210,173778,64143,111833,22489
202306,93628,351584,208999,77793,140193,33825
202312,79257,321165,233101,85042,163702,29057
202406,72467,304316,284589,73461,161386,33636
202412,53353,225908,315132,73633,134198,23088
202506,41577,203272,377958,49586,150548,31376
202512,17094,74158,156042,23700,69050,10369
