"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
2022,391,2642,1150,1234,984,8
2023,621,2678,1677,964,1483,2
2024,294,2558,1410,515,2886,0
2025,368,2151,1533,341,1638,0
2026,43,406,323,54,253,0
