"YYYYMM","ICE","Non-plugin hybrid","Plugin hybrid","Battery electric"
2019,168281,339,7,20
2020,124512,542,10,26
2021,173296,1364,58,33
2022,174863,2404,111,165
2023,177318,3944,304,246
2024,162663,5946,265,435
2025,201537,8848,640,751
2026,108546,5609,557,444
