"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201412,53811,24195,499,50,161,155
201501,50005,22398,540,9,46,207
201502,60624,31107,424,19,30,162
201503,75554,42197,538,25,131,310
201504,56581,31141,526,44,56,388
201505,63548,36134,511,51,49,339
201506,75389,42402,703,43,62,345
201507,71188,38905,991,93,88,259
201508,40435,20828,670,39,65,236
201509,51309,25909,796,117,76,241
201510,55360,32351,541,88,302,257
201511,56122,33105,96,59,214,212
201512,61331,33825,1438,73,49,225
201601,53283,28790,2121,91,98,329
201602,63125,41474,2045,77,49,407
201603,72389,47122,2105,198,245,483
201604,64917,43305,2061,210,180,523
201605,71650,48791,2638,159,170,454
201606,77709,54618,2680,139,101,452
201607,68760,46166,2905,111,148,444
201608,43527,26945,2308,91,79,294
201609,53850,33378,2405,144,115,322
201610,55603,35312,2753,88,121,330
201611,60841,39472,3156,115,404,339
201612,63205,41654,3109,91,357,434
201701,53432,37598,4263,122,96,390
201702,60090,45102,3952,99,210,465
201703,73265,60792,4513,158,299,520
201704,59556,48860,3674,153,165,434
201705,72433,61761,4979,239,219,644
201706,73322,65187,5592,348,344,747
201707,62644,54742,5097,333,280,697
201708,43726,34360,4368,336,319,645
201709,50950,38294,4211,307,551,775
201710,53380,47107,4927,329,873,1061
201711,57156,53807,5494,374,303,1052
201712,54791,53856,4616,548,468,1191
201801,51822,54413,5949,374,384,1222
201802,52023,64258,5339,350,389,1379
201803,56411,77759,5413,316,499,1758
201804,52535,68485,6078,273,469,2318
201805,58826,81033,6921,472,342,2692
201806,61989,83005,8053,922,379,2979
201807,57645,76213,7523,482,418,3284
201808,49656,61018,6145,422,302,3066
201809,32957,38705,5467,383,521,1710
201810,37833,52568,6804,441,617,2740
201811,36655,57137,6316,512,732,2691
201812,40002,59998,6045,861,1433,2320
201901,36003,59070,7628,542,698,2375
201902,38446,63475,7028,489,923,2454
201903,42895,81282,7957,828,1363,2881
201904,42589,78835,7928,705,694,3091
201905,46326,78777,10568,710,1029,3597
201906,43283,86042,9542,493,1206,3583
201907,40883,75573,10095,537,785,3703
201908,28003,46786,6969,474,512,3061
201909,31578,49520,8455,571,821,2672
201910,38680,56599,10278,828,874,2217
201911,36616,55442,11730,882,852,1700
201912,39988,64039,11234,853,1031,1259
202001,33462,49140,11799,1511,1690,1442
202002,36828,55186,12064,1283,1645,1203
202003,13680,22137,5819,668,780,567
202004,1891,2607,316,69,90,36
202005,14308,18046,4689,759,380,579
202006,33290,45806,11800,1510,825,1366
202007,42382,65659,18277,2438,1547,2184
202008,26602,36890,10311,1372,1246,1455
202009,29762,35176,12056,2028,2108,1738
202010,31433,36416,13254,2557,1875,2082
202011,30276,35569,15420,3075,1975,1732
202012,38711,45813,22867,6549,4403,1833
202101,16023,21131,9132,1466,539,1211
202102,20289,30195,13292,2224,989,962
202103,27368,44346,18946,3641,2105,1237
202104,23879,40872,18308,3132,1495,1497
202105,27334,49333,22408,4534,1872,1039
202106,25277,47210,26476,4551,2641,1264
202107,24733,42810,20774,4121,1629,1930
202108,14879,22353,13961,2768,1355,1872
202109,18834,27078,16455,4038,2973,1557
202110,18757,26869,17609,4283,2508,1121
202111,21463,30416,18940,4462,2969,1509
202112,27326,36709,25358,4890,3663,2060
202201,13459,18706,13487,3269,1843,1183
202202,18405,29784,17441,3975,2555,1328
202203,19601,28390,16816,3432,3250,1188
202204,19408,33940,19039,4278,1986,1621
202205,22205,41909,25044,4899,2173,1390
202206,23871,42496,25316,4357,3242,2410
202207,20918,37577,20449,3719,2200,1416
202208,16379,25434,15933,2838,1538,1123
202209,19990,28819,21235,4265,3396,1646
202210,19139,29581,20832,4086,2833,1277
202211,18295,32019,25146,4919,3536,1384
202212,18622,32994,22714,4753,3688,2133
202301,14229,28897,21198,4236,3424,2118
202302,16104,34926,23066,4942,3695,2040
202303,20823,48787,29364,6161,4802,2040
202304,16294,35495,22316,4506,3757,1734
202305,18146,44263,27581,6200,4687,2674
202306,18809,47653,30865,6670,6015,3056
202307,15683,37982,26577,5386,3719,3348
202308,11898,24770,19154,3602,3868,2098
202309,13643,27147,22443,4776,3958,2131
202310,16136,33919,29412,5712,5775,3361
202311,15186,32037,27300,6019,6445,3461
202312,15092,32367,28350,6987,6207,3387
202401,13570,27253,26913,4966,3689,3093
202402,14601,36440,29035,6020,4140,2782
202403,14987,43982,34751,6007,4512,2565
202404,16781,44277,31121,5611,4266,3831
202405,17923,43886,34683,5344,4749,2734
202406,19567,43986,38011,5842,5964,3071
202407,16905,34312,35172,5026,4309,3015
202408,10874,21521,21826,3560,2955,2834
202409,13293,27437,30491,4648,6632,3333
202410,16086,32531,35941,5927,5186,3593
202411,13780,31866,35787,5490,6197,3917
202412,14502,38063,45829,6963,9295,3893
202501,12423,25365,33383,6140,5496,3662
202502,13091,32646,40690,7807,6707,4950
202503,14401,43204,49915,9295,8827,7045
202504,14332,36534,41550,10165,7675,4840
202505,15488,38519,45860,14017,9707,7006
202506,15157,39384,47594,14699,11890,6753
202507,15873,33408,41270,13427,9434,4524
202508,9929,18535,26538,8851,7517,3683
202509,12237,25104,36295,11292,10765,5445
202510,15234,28135,43145,13993,9869,6241
202511,13405,26255,42125,13116,10044,6213
