"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201412,55615,24127,499,47,164,156
201501,50738,22255,542,7,46,207
201502,62129,30973,423,17,30,163
201503,79903,42063,539,23,131,311
201504,59279,31019,526,40,56,389
201505,65670,36000,511,45,49,338
201506,77110,42274,702,38,62,345
201507,72218,38926,986,84,89,257
201508,41276,20931,668,36,66,236
201509,52132,25923,796,109,78,254
201510,56153,32372,538,80,302,251
201511,56769,33204,92,51,214,208
201512,62403,33822,1437,68,49,215
201601,53317,28598,2123,65,99,120
201602,63738,41137,2047,60,49,183
201603,73474,46870,2101,168,245,294
201604,65710,42983,2058,188,180,336
201605,73025,48616,2634,107,170,240
201606,78810,54398,2678,78,101,258
201607,70063,45998,2905,72,148,199
201608,43813,26754,2308,68,79,86
201609,53996,33193,2406,111,115,98
201610,55954,35163,2752,68,122,98
201611,61411,39258,3158,77,404,110
201612,63981,41518,3111,57,358,216
201701,53687,37445,4264,98,96,199
201702,61688,44965,3953,79,211,267
201703,75729,60717,4513,129,301,284
201704,61285,48836,3676,130,165,257
201705,74289,61665,4982,203,220,390
201706,75431,65059,5593,307,345,483
201707,64516,54648,5100,286,281,501
201708,45143,34145,4371,317,320,419
201709,51818,38173,4210,274,552,580
201710,54961,46914,4933,307,873,800
201711,58569,53515,5496,338,303,769
201712,55957,53753,4620,461,468,974
201801,52608,54252,5953,337,385,1029
201802,54025,63981,5344,313,389,1085
201803,58354,77774,5416,277,499,1317
201804,54273,68314,6077,241,469,1877
201805,60911,80271,6927,418,342,2178
201806,63982,82199,8056,860,379,2543
201807,58703,75446,7525,384,420,2818
201808,49823,60559,6134,281,302,2578
201809,33361,38374,5435,305,520,1195
201810,38708,52350,6758,357,621,2342
201811,37406,56884,6294,395,735,2249
201812,40857,59801,6002,736,1433,1985
201901,36410,58832,7516,384,699,2041
201902,39734,63320,6939,351,924,2057
201903,44373,81037,7812,674,1366,2514
201904,45058,78623,7721,584,696,2722
201905,47705,78505,10290,629,1033,3189
201906,45466,85913,9239,424,1208,3162
201907,42110,75370,9706,444,793,3273
201908,28243,46654,6780,376,512,2609
201909,31792,49442,8056,391,823,2328
201910,39288,56593,9686,534,874,1894
201911,37559,55364,11223,625,853,1441
201912,41121,64008,10753,579,1034,1134
202001,34251,48940,11371,1314,1691,1269
202002,37990,55016,11543,1094,1652,1014
202003,14574,22026,5596,556,788,520
202004,1996,2598,276,55,93,107
202005,14597,17910,4425,630,382,528
202006,35071,45582,11198,1226,827,1152
202007,45043,65513,17605,2097,1549,1989
202008,27848,36746,10030,1110,1245,1237
202009,30589,35024,11668,1681,2112,1534
202010,32961,36211,12684,2273,1881,1883
202011,31884,35392,14874,2699,1982,1581
202012,40546,45670,21751,5910,4428,1702
202101,18114,21056,8696,1222,543,989
202102,22372,30070,12683,1895,996,774
202103,30999,44221,18136,3038,2114,1051
202104,26704,40663,17322,2664,1590,1316
202105,30466,49111,21616,3926,1906,899
202106,28864,47094,25364,3669,2648,1165
202107,27447,42632,19785,3449,1637,1785
202108,16005,22208,13263,2327,1361,1767
202109,19728,26930,15601,3371,3000,1473
202110,19620,26723,16722,3644,2530,1020
202111,22753,30210,18080,3899,3001,1355
202112,28293,36387,24281,4179,3701,1980
202201,14033,18671,13057,2870,1861,1084
202202,19196,29332,16824,3217,2577,1172
202203,20822,28341,16291,2880,3262,1086
202204,19775,32216,17998,3502,1995,1406
202205,23576,41842,23940,3955,2176,1240
202206,25605,42408,24275,3496,3264,2254
202207,22554,37462,19498,2985,2242,1255
202208,17426,25313,15253,2491,1556,995
202209,20731,28623,20322,3702,3418,1358
202210,20238,29435,19938,3484,2888,1092
202211,18922,31833,24068,4307,3569,1171
202212,19469,32831,21202,4180,3718,1965
202301,14949,28775,20194,3527,3464,1961
202302,17249,34767,22205,4178,3728,1874
202303,22690,48732,28432,5449,4889,1819
202304,17868,35365,21468,3864,3791,1574
202305,19435,44122,26521,5504,4735,2481
202306,20318,47576,29783,5761,6055,2811
202307,17201,37912,25529,4695,3779,3124
202308,12669,24633,18398,3104,3898,1901
202309,14438,27021,21412,4110,3990,1975
202310,17317,33798,28548,4698,5841,3123
202311,16478,31961,26156,5223,6501,3268
202312,16414,32268,27203,6190,6247,3220
202401,14815,27126,25786,4141,3729,2889
202402,16378,36291,28110,5177,4174,2582
202403,16973,43933,33725,5232,4534,2370
202404,19410,44167,29961,4819,4313,3617
202405,20668,43789,33612,4659,4775,2464
202406,22530,43959,36821,5149,5984,2793
202407,19419,34190,34034,4174,4387,2724
202408,12310,21439,21162,3107,2969,2601
202409,14587,27414,29518,4082,6664,3049
202410,18114,32536,34718,5125,5219,3271
202411,15466,31834,34462,4670,6230,3631
202412,15881,38079,44401,6244,9337,3577
202501,14057,25376,32592,5416,5556,3296
202502,15301,32622,39916,7090,6743,4561
202503,16843,43192,48630,8417,8872,6724
202504,16842,36610,40359,9453,7730,4470
202505,18229,38570,44732,13380,9755,6658
