"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202201,122491,256745,162147,59544,58571,23464
202202,131343,266289,167470,62164,69650,22867
202203,140623,313684,191683,74762,95920,28147
202204,117973,261512,162463,63193,62253,17681
202205,137825,304498,183743,69798,75963,20388
202206,154061,341455,191881,73110,95218,31346
202207,132007,290400,165336,58583,72205,20604
202208,104531,252019,146170,55492,75739,16855
202209,125365,278603,180325,70274,111224,22467
202210,118430,264114,176322,75796,89383,22189
202211,120098,277675,188776,92444,124087,26743
202212,115854,261126,182140,119553,193271,24297
202301,120531,288325,197982,53649,71984,27570
202302,120248,295868,204883,57569,97300,26895
202303,157355,406971,265904,78131,151594,29062
202304,117890,306462,199906,59941,94581,24788
202305,134059,342795,234563,69539,129868,28697
202306,139513,378183,254793,82947,157982,31101
202307,119752,305531,217172,67127,115100,25386
202308,98008,257139,189114,58660,165204,19687
202309,110400,293143,236107,70669,127196,24458
202310,102414,285845,245308,72154,121989,29052
202311,108867,288597,243706,72176,144482,29090
202312,104808,274093,229909,71589,160764,25557
202401,113680,301678,244858,67116,92781,33136
202402,113126,314504,255443,64475,106166,30124
202403,127924,366099,298836,73068,134454,31508
202404,117716,329409,265491,62172,108422,30506
202405,118355,324247,272048,59423,114231,23277
202406,138085,375414,322187,66494,156369,31428
202407,107355,282629,274103,58137,102617,26726
202408,71950,212853,201520,45646,92785,18640
202409,83490,240210,265774,55118,139678,23639
202410,94485,265397,288876,67242,124932,25185
202411,91340,264466,289706,66265,130953,26180
202412,88868,267834,307001,75299,144324,26821
202501,83026,245249,290340,61184,124206,27940
202502,80702,243552,304167,63419,131257,30320
202503,95315,290396,370121,82111,157505,34072
202504,88974,261709,320725,81554,145341,27055
202505,85698,263953,315597,87301,142776,31256
202506,90991,280150,341827,94178,168488,34566
202507,91032,248592,313221,91190,142699,27946
202508,59327,178156,229970,70545,120797,18990
202509,71579,221586,308037,91148,167586,28736
202510,73830,227416,316068,96261,173173,29861
202511,70120,206448,301819,91699,188730,28677
202512,68992,216492,324799,102914,217898,32224
202601,64550,175989,308364,78741,154230,17750
202602,70366,199910,334791,83772,158280,18318
