"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202203,54,694,255,345,196,4
202206,102,785,362,277,266,2
202209,102,690,299,356,279,1
202212,133,473,234,256,243,1
202303,132,575,365,277,225,2
202306,248,954,576,283,322,0
202309,72,640,324,172,376,0
202312,169,509,412,232,560,0
202403,84,793,413,146,707,0
202406,93,858,369,148,532,0
202409,75,607,337,110,567,0
202412,42,300,291,111,1080,0
202503,59,493,336,85,302,0
202506,110,657,412,66,433,0
202509,99,639,462,111,432,0
202512,100,464,410,96,499,0
202603,66,618,514,76,386,0
