"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
2022,8915,27793,6101,581,2284,699
2023,8465,27693,6829,1119,4330,503
2024,9658,32644,5572,1162,3148,834
2025,8709,32022,7663,1939,6419,498
2026,3039,11324,5019,972,3335,210
