"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201501,1357,19116,238,24,17,6
201502,1311,16078,165,13,17,10
201503,1458,18632,189,47,11,7
201504,1338,15793,194,14,19,14
201505,1420,17601,183,15,14,4
201506,1670,19440,255,22,18,8
201507,1442,19333,284,19,29,6
201508,1380,18171,202,17,13,2
201509,1530,18638,248,24,20,3
201510,1354,19103,239,15,25,0
201511,1511,17970,265,19,27,3
201512,1422,17907,272,11,41,1
201601,1622,18573,283,15,43,2
201602,1403,17175,253,14,21,0
201603,1495,18405,326,30,42,0
201604,1480,17049,295,40,49,0
201605,1483,18120,330,28,55,0
201606,1896,18759,358,48,55,1
201607,1508,18631,426,44,76,2
201608,1850,19457,398,45,66,0
201609,1816,19867,417,44,58,0
201610,1853,21115,336,60,97,2
201611,2014,19845,475,40,82,1
201612,1591,19129,385,27,74,2
201701,1770,20615,502,39,114,0
201702,1635,17990,473,38,146,0
201703,1909,20884,673,63,143,0
201704,1527,17246,500,43,142,0
201705,1875,20077,585,59,190,1
201706,2187,20559,446,78,220,0
201707,1581,19739,367,60,216,0
201708,1711,20537,475,76,246,0
201709,1758,20928,440,74,251,1
201710,1724,22445,575,64,355,0
201711,2022,22069,601,89,379,0
201712,1396,19745,676,89,262,2
201801,1777,21670,618,74,325,1
201802,1383,17211,538,86,194,2
201803,1589,18252,665,104,220,1
201804,1162,15485,686,79,292,0
201805,1868,19356,861,140,430,1
201806,1979,19046,805,106,406,0
201807,1440,18925,915,161,395,0
201808,1508,18976,951,117,388,1
201809,1615,18002,820,115,393,0
201810,1713,20395,1076,118,528,1
201811,1634,17511,1008,116,378,2
201812,1280,16091,968,69,295,0
201901,1705,18205,1125,101,354,2
201902,1384,15758,1003,171,361,0
201903,1560,17085,1124,125,349,0
201904,1150,14576,1418,117,369,2
201905,1350,16339,1546,158,412,0
201906,1730,16092,1424,137,509,0
201907,1346,17036,1713,149,422,2
201908,1276,17226,1712,147,454,2
201909,1482,17695,1726,195,813,3
201910,1590,17984,2073,165,435,0
201911,1631,17121,1942,159,400,1
201912,1275,15943,2030,108,402,0
202001,1482,16541,2149,173,422,0
202002,1190,14885,1977,176,371,1
202003,801,10995,1688,115,353,0
202004,66,1127,99,4,27,0
202005,844,11941,1818,108,206,1
202006,1225,15578,2068,119,345,0
202007,1356,15633,2675,162,319,1
202008,1066,12253,2338,142,321,0
202009,1234,13747,2461,133,467,0
202010,1250,13890,2455,139,289,1
202011,1227,12954,2811,150,404,0
202012,958,10995,2434,110,376,3
202101,1557,13961,2944,154,466,1
202102,1241,13407,2621,152,369,0
202103,1309,15749,3123,221,679,0
202104,1238,13996,3109,194,406,0
202105,1394,15674,3469,205,485,1
202106,1530,16032,3464,98,411,0
202107,1432,15838,3877,645,1269,0
202108,643,8093,2332,157,488,0
202109,1432,12797,2789,614,1638,1
202110,1386,13740,3694,328,723,0
202111,1566,15313,3928,557,1184,2
202112,1132,11459,3427,275,1335,0
202201,1336,13602,3115,303,668,1
202202,1325,12397,3138,504,991,8
202203,2707,27434,2469,624,2275,1
202204,571,6976,5384,1222,867,0
202205,1160,9769,4548,923,1014,0
202206,1329,9364,4416,940,888,0
202207,674,8360,5433,867,929,0
202208,1066,9227,4894,813,2848,1
202209,882,9135,4690,660,2584,0
202210,1247,8977,5347,1108,1290,0
202211,1273,8909,4671,732,2713,0
202212,926,7398,4211,551,2393,0
202301,1039,8032,5275,638,1406,0
202302,709,7078,4786,508,919,0
202303,1032,9292,7160,736,3053,1
202304,759,6508,5677,753,1271,0
202305,981,8468,7236,960,1475,1
202306,1681,16751,11028,1551,2898,1
202307,563,3625,4973,577,1081,0
202308,685,5434,7348,981,1243,1
202309,616,5707,7213,994,2509,0
202310,853,6683,8416,1166,2557,1
202311,770,6858,8930,1466,3102,0
202312,293,4287,10821,1611,4348,1
202401,1013,9073,6318,308,287,1
202402,748,7293,5980,268,452,1
202403,671,7949,6942,354,581,0
202404,566,7100,6512,299,362,1
202405,689,7665,6150,277,457,0
202406,638,6765,5550,319,612,0
202407,644,7711,6028,332,622,1
202408,575,7363,6018,317,655,1
202409,684,7250,6400,493,946,0
202410,855,8165,6657,400,724,0
202411,929,6577,7193,398,771,0
202412,566,6091,5954,747,943,17
202501,690,7515,6171,345,702,0
202502,566,6292,5708,555,669,0
202503,633,7296,6678,364,724,0
202504,504,5836,5365,248,576,0
202505,727,6389,5978,377,598,0
202506,685,6431,6226,547,1155,0
202507,789,6571,7084,525,711,0
202508,968,6502,7064,496,544,1
