"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
2022,1637733,4141648,2647680,1014372,1574697,277279
2023,1534374,4584508,3399977,990352,2018820,321420
2024,1348650,4275323,4065157,953727,1992496,327205
2025,1027081,3466899,4569097,1273419,2584721,352177
2026,585406,1975745,3332972,964521,2133599,202262
