"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201103,453925,188742,3332,6,488,10496
201106,426084,144321,3088,8,472,500
201109,311900,123106,3197,3,473,472
201112,411409,139229,4302,39,1204,710
201203,377987,133340,4406,56,1209,736
201206,397618,131583,6002,89,1074,678
201209,276646,98247,7148,228,2060,478
201212,337680,131187,10267,294,1328,331
201303,306937,122190,12035,255,2253,390
201306,333731,147082,11200,108,2534,1111
201309,249825,119001,10623,177,1580,855
201312,317402,160433,13488,314,2534,620
201403,296985,146343,11670,339,1587,498
201406,331518,166566,10039,382,2821,640
201409,239382,131558,9014,676,2650,669
201412,291129,165660,12131,661,3683,578
201503,287234,183831,14243,865,2984,578
201506,313645,206745,13671,1620,5199,606
201509,230803,160858,12521,1265,3801,380
201512,279050,211781,16502,2070,5556,129
201603,276463,230851,15750,2133,6120,120
201606,310681,258209,11027,1786,6435,157
201609,209373,181865,10477,1791,3839,132
201612,269435,239692,15899,1922,5826,186
201703,262546,263713,19757,1984,7493,161
201706,286597,285517,15490,3004,6231,189
201709,204173,205815,15540,2937,5348,209
201712,259783,279489,20564,4164,6353,613
201803,231193,306852,22212,3634,7421,559
201806,253180,349482,24060,3568,7268,784
201809,184804,269189,20984,3827,6011,329
201812,187406,299171,26265,3724,11023,635
201903,195519,334138,23605,3971,10744,1000
201906,205925,365472,27544,4013,10674,801
201909,159695,282935,26094,4012,9593,355
201912,200059,340392,32142,6793,12616,185
202003,123171,183038,30699,9444,26169,584
202006,102998,189753,31109,10800,19288,3524
202009,141606,218118,50566,20140,26030,6711
202012,145393,211809,60942,34577,41223,5838
202103,110191,199676,72675,31512,31106,9406
202106,104910,205632,84690,40464,42875,12635
202109,64820,138925,66366,30035,35191,12653
202112,75028,156686,75745,39231,56455,11768
202203,61432,152966,77985,29610,44506,10739
202206,69195,158003,90474,33683,51025,13723
202209,53018,138043,75988,25887,48668,9619
202212,58138,162167,97790,38256,63165,12870
202303,48216,170688,96108,36742,65899,15165
202306,45412,180896,112891,41051,74294,18660
202309,36315,150003,100805,38328,67953,14388
202312,42942,171162,132296,46714,95749,14669
202403,34069,155225,127711,38756,81414,18263
202406,38398,149091,156878,34705,79972,15373
202409,23593,104964,134495,25639,59433,10609
202412,29760,120944,180637,47994,74765,12479
202503,18639,102449,187978,19778,75426,15548
202506,22938,100823,189980,29808,75122,15828
202509,6504,26270,52848,8496,19955,3331
