"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202201,1118,3772,2454,0,571,1420
202202,1310,3564,2254,0,487,1001
202203,1566,4323,3190,0,1050,896
202204,1184,3592,2238,0,830,625
202205,1322,4123,2984,0,692,1077
202206,1271,4227,3317,0,830,1422
202207,1312,5212,3215,0,1076,1284
202208,1248,5923,3200,0,901,1266
202209,1815,4975,2829,0,1282,1026
202210,1494,4701,2723,0,792,831
202211,1400,4566,3033,0,849,1226
202212,1372,4322,2973,0,2278,1492
202301,1291,4361,3354,0,1073,2187
202302,1400,4957,3248,0,1040,1804
202303,1348,4824,3240,0,1027,1812
202304,1320,3642,2836,0,881,1186
202305,1541,4982,4157,0,1402,1559
202306,1556,4402,4098,0,1575,1542
202307,1312,5212,3215,0,1076,1284
202308,1490,4237,4106,0,1608,1450
202309,1074,3609,3527,0,1147,1188
202310,1074,3882,4106,0,1127,1204
202311,1165,4000,3725,0,1203,1041
202312,1491,3693,3789,0,1279,1121
202401,1701,3929,4215,0,1631,1257
202402,1812,3729,3736,0,1109,953
202403,1807,2806,3294,0,660,589
202404,1812,4314,5028,0,728,1394
202405,2224,5710,5239,0,754,1716
202406,2948,7371,7696,0,861,2482
202407,1381,4130,5510,0,640,1396
202408,879,2894,4670,0,494,1035
202409,664,2958,3849,0,501,1003
202410,988,3633,5085,0,565,1281
202411,844,3154,4638,0,492,1109
202412,1383,4377,5510,0,1360,1177
202501,959,3002,5284,0,1164,1511
202502,1255,3007,5510,0,724,1354
202503,953,2580,4994,0,273,1122
202504,1050,2403,5227,0,218,1098
202505,1089,2485,5371,0,432,1144
202506,1125,2500,5586,0,390,1010
202507,1220,3626,8233,0,525,2758
202508,1087,2830,8063,0,952,2193
202509,842,3189,5301,0,746,2385
202510,1026,2778,6201,0,1019,1815
202511,997,2866,6742,0,1052,2225
202512,1083,4392,10628,0,1354,3855
202601,542,1280,4642,0,974,489
202602,772,1495,5085,0,934,679
202603,711,2118,6013,0,679,862
202604,581,2037,6227,0,641,719
202605,724,1787,6843,0,798,1098
202606,807,3281,8753,0,1496,1783
202607,616,1826,6194,,825,2279
202608,516,1595,5525,0,671,1245
