"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201412,53810,24194,499,50,161,155
201506,364642,200060,3228,191,372,1725
201512,314192,178445,4506,467,789,1405
201606,375406,254275,13608,872,831,1762
201612,315305,211804,16594,633,1201,1207
201706,358459,307896,26866,1108,1300,2094
201712,286729,270791,28571,2211,2727,4340
201806,297422,417408,37557,2660,2367,10166
201812,222954,333739,38004,2985,3826,13073
201906,215918,436261,50273,3495,5668,15306
201912,181731,335667,58404,3922,4698,12553
202006,111743,185138,46248,5566,5256,4392
202012,163831,241818,91718,17737,12896,9811
202106,108702,220577,108080,19130,9375,6155
202112,82743,169297,111822,24091,14745,9242
202206,75847,177130,114890,23779,14684,8151
202212,74743,167652,124310,24061,16778,7635
202306,69457,220227,151961,31785,25700,12145
202312,54032,169534,151305,30902,29146,15236
202406,60848,219058,191223,31132,26039,16409
202412,48570,163352,201087,28046,32896,18497
202506,42746,189851,253810,57147,47612,31639
202512,23739,85582,142774,44107,35726,18090
