"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
201001,2757,747,27,0,0,5
201002,3056,1000,21,0,0,4
201003,4262,1515,29,0,0,0
201004,4333,1590,18,0,0,0
201005,3724,1420,13,0,0,1
201006,3726,1403,22,0,0,4
201007,3382,1026,25,0,0,1
201008,1944,568,22,0,0,4
201009,2608,665,18,0,1,5
201010,2919,888,17,0,0,8
201011,2729,698,16,0,0,2
201012,1964,522,17,0,0,0
201101,2571,765,16,0,0,1
201102,3391,995,22,0,0,2
201103,4044,1561,47,3,0,5
201104,3765,1398,48,2,3,5
201105,4334,1333,14,0,9,6
201106,3343,886,17,2,2,6
201107,3593,912,16,0,2,6
201108,2358,623,24,6,1,6
201109,2745,701,12,3,3,2
201110,3062,835,19,1,3,3
201111,2948,725,24,3,5,2
201112,2040,582,14,1,3,2
201201,2894,733,13,0,7,2
201202,3397,1103,30,2,7,4
201203,3943,1330,38,1,2,5
201204,3912,1428,26,1,1,5
201205,3576,1230,21,0,2,4
201206,3726,1145,49,6,6,7
201207,3254,887,35,5,6,8
201208,2252,616,23,2,5,1
201209,2701,596,33,1,9,0
201210,3471,891,85,0,7,0
201211,2885,737,141,2,13,4
201212,2394,609,56,2,11,0
201301,2582,763,24,1,4,1
201302,3062,983,38,2,5,0
201303,3519,1285,35,3,7,1
201304,3647,1466,40,0,4,3
201305,3243,1307,34,0,30,0
201306,3176,1094,22,2,22,4
201307,2913,948,30,1,9,4
201308,1842,679,21,0,12,0
201309,2333,792,21,0,11,1
201310,3414,1031,34,1,17,2
201311,2652,838,29,1,21,3
201312,1860,661,18,0,16,0
201401,2566,813,29,1,5,1
201402,3002,1070,41,3,3,4
201403,3329,1345,69,5,25,0
201404,3565,1576,53,5,16,5
201405,3495,1631,47,6,11,8
201406,3162,1188,25,2,30,9
201407,3275,1156,26,5,14,0
201408,2193,714,20,2,15,0
201409,2697,852,17,1,11,4
201410,3463,1002,32,2,23,0
201411,2579,826,37,5,37,4
201412,2519,924,49,19,122,3
201501,2421,742,37,2,3,0
201502,2664,1093,19,2,3,2
201503,3378,1418,59,2,10,1
201504,3443,1549,40,4,8,2
201505,2874,1311,37,0,6,3
201506,3254,1246,31,3,6,8
201507,3084,1197,46,4,3,0
201508,1844,753,35,0,2,2
201509,2393,928,46,0,8,1
201510,3273,1067,47,3,8,0
201511,2435,929,39,1,8,0
201512,1804,788,32,4,8,0
201601,2378,1023,67,2,6,1
201602,2911,1452,76,2,6,1
201603,3256,1695,68,1,19,1
201604,3180,1983,46,15,9,0
201605,3041,1869,70,8,20,3
201606,3386,1651,50,8,11,0
201607,2723,1354,45,10,9,0
201608,2118,1153,70,7,11,0
201609,2356,1118,59,11,21,3
201610,2989,1189,55,30,10,2
201611,2455,1321,43,4,15,0
201612,1920,1092,33,10,8,2
201701,2648,1318,98,22,22,0
201702,2251,1672,77,19,22,1
201703,2680,2326,102,39,44,0
201704,2493,2251,58,40,22,0
201705,2744,2608,66,79,38,0
201706,2787,2232,68,78,40,1
201707,2615,1746,66,68,32,2
201708,1874,1410,66,55,22,2
201709,2144,1658,72,50,42,2
201710,2416,2029,64,122,39,0
201711,2345,1863,81,68,31,1
201712,1464,1255,45,47,32,1
201801,2224,1970,62,68,28,0
201802,2172,2249,68,53,20,3
201803,2511,2654,102,59,52,1
201804,2442,2743,89,74,22,1
201805,2363,2808,93,55,41,1
201806,2608,2768,117,85,47,2
201807,2201,2501,113,71,45,0
201808,1948,2048,91,67,31,2
201809,1318,1160,50,43,25,0
201810,2150,1944,95,60,49,0
201811,1670,1662,110,47,40,0
201812,1154,1304,95,31,30,1
201901,2057,1910,146,64,28,0
201902,2156,2632,119,62,72,0
201903,2319,2912,184,65,141,0
201904,2267,3023,196,58,97,1
201905,2350,2711,200,74,80,0
201906,2130,2678,205,53,131,2
201907,2073,2380,231,35,77,0
201908,1480,2040,171,57,62,1
201909,1345,1622,173,78,90,0
201910,2028,2386,278,134,65,0
201911,1645,1932,193,131,50,1
201912,1172,1611,149,102,93,0
202001,1746,1994,271,208,100,0
202002,1836,2366,317,161,113,2
202003,1014,1309,265,85,123,2
202004,404,569,141,33,44,1
202005,1154,1396,244,136,110,1
202006,1785,2160,313,178,211,1
202007,2091,2507,411,269,230,1
202008,1315,1609,320,197,227,3
202009,1397,1743,368,242,323,0
202010,1518,1454,447,315,244,2
202011,1415,1341,388,395,265,4
202012,953,1141,312,466,483,0
202101,1296,1374,446,428,199,4
202102,1126,1459,552,305,299,1
202103,1346,1819,769,499,534,0
202104,1210,1718,693,405,301,0
202105,1045,1629,704,362,292,1
202106,1000,1859,759,403,446,4
202107,874,1645,746,404,307,8
202108,544,1052,528,372,295,1
202109,671,989,567,301,419,1
202110,627,1061,516,367,381,0
202111,776,1136,483,298,483,1
202112,679,1098,461,300,693,1
202201,833,1186,570,308,401,2
202202,892,1329,673,316,497,2
202203,947,1470,763,439,717,2
202204,761,1217,554,329,480,0
202205,746,1283,561,310,634,0
202206,874,1286,645,300,480,5
202207,841,1347,753,347,433,0
202208,673,1080,644,221,350,0
202209,706,1130,775,360,597,4
202210,740,1121,771,296,530,7
202211,639,1038,754,331,669,4
202212,584,1072,565,297,603,0
202301,793,1247,684,328,674,0
202302,781,1438,790,371,795,2
202303,844,1796,1043,514,1044,5
202304,699,1593,716,402,765,1
202305,595,1674,802,417,911,3
202306,691,1632,828,515,1095,6
202307,626,1391,891,394,906,0
202308,474,1004,666,347,924,1
202309,456,1156,853,404,1009,1
202310,473,1263,777,391,1260,4
202311,496,1169,776,355,841,5
202312,554,944,648,368,824,10
202401,567,1034,845,391,779,11
202402,581,1370,1002,383,942,10
202403,601,1476,915,343,1245,5
202404,593,1435,829,301,1254,2
202405,492,1287,788,284,990,6
202406,540,1346,895,307,1226,10
202407,515,1240,895,361,1252,12
202408,296,761,720,249,873,11
202409,398,973,847,279,1116,7
202410,447,1045,1008,358,1308,9
202411,400,912,918,310,912,3
202412,319,904,754,254,880,4
202501,409,867,957,319,1168,0
202502,436,1051,1196,291,1134,3
202503,514,1189,1314,386,1432,5
202504,437,1176,1339,410,999,2
202505,418,1114,1259,380,888,0
202506,433,1129,1322,342,939,4
202507,494,1276,1476,386,877,6
202508,251,853,900,218,715,4
202509,295,816,1140,276,1245,4
202510,359,1067,1145,305,922,3
