"YYYYMM","ICE","Non-plugin hybrid","Plugin hybrid","Battery electric"
201906,83455,146,6,6
201912,84826,193,1,14
202006,42425,184,3,3
202012,81712,358,7,23
202106,80198,480,13,14
202112,93098,884,45,19
202206,88151,1053,75,62
202212,86712,1351,36,103
202306,92978,1796,99,110
202312,84340,2148,205,136
202406,81084,2910,147,181
202412,81579,3036,118,254
202506,95627,3897,194,355
202512,105910,4951,446,396
202606,108546,5609,557,444
