"YYYYMM","Diesel","Petrol","Non-plugin hybrid","Plugin hybrid","Battery electric","Others"
202203,7749,21904,14998,8124,36951,53
202206,9332,22897,17629,10116,37601,67
202209,8385,22677,15536,8904,35497,57
202212,8631,23652,21088,11085,73941,48
202303,6725,22242,18939,6953,36081,40
202306,8568,23946,21562,9215,46279,22
202309,6718,19723,17924,7938,39361,7
202312,7017,21158,21134,10784,44371,8
202403,6274,18611,18893,6058,30311,11
202406,8774,21456,25769,7880,43667,11
202409,5665,15018,19973,5326,41064,7
202412,6759,16645,24706,6830,47772,6
202503,4812,13552,21054,7381,40312,6
202506,5340,16227,24316,8371,55996,3
202509,4412,13126,20248,7851,50851,2
202512,4425,14604,22601,8883,84387,2
202603,3440,11856,21500,7690,39153,1
