"YYYYMM","Natural gas","Oil","Others"
199310,,0.668376,
199311,,2.775456,
199312,,0.988992,
199401,,5.004900,
199402,,1.246968,
199403,,2.386764,
199404,,5.939748,
199405,,4.583736,
199406,,11.384244,
199407,,12.279348,
199408,,18.894564,
199409,,18.639108,
199410,,18.929412,
199411,,18.887256,
199412,,21.755304,
199501,,13.019436,
199502,,19.191960,
199503,,17.827704,
199504,,19.350360,
199505,,23.390496,
199506,,13.019904,
199507,,24.185052,
199508,,23.577696,
199509,,24.534000,
199510,,24.596928,
199511,,23.773248,
199512,,24.485256,
199601,,24.002712,
199602,,24.542136,
199603,,26.429004,
199604,,22.125744,
199605,,14.473980,
199606,,26.165808,
199607,,26.893548,
199608,,26.532936,
199609,,26.052012,
199610,,28.251144,
199611,,27.781524,
199612,,30.745800,
199701,,32.116716,
199702,,28.058184,
199703,,25.261200,
199704,,31.275468,
199705,,23.607216,
199706,,31.186980,
199707,,32.552100,
199708,,34.060284,
199709,,33.654528,
199710,,34.175448,
199711,,34.129764,
199712,,36.180108,
199801,,35.237232,
199802,,31.719420,
199803,,27.556200,
199804,,34.462836,
199805,,28.282284,
199806,,33.466824,
199807,,34.550820,
199808,,36.336888,
199809,,34.267968,
199810,,36.288396,
199811,,34.917084,
199812,,35.902332,
199901,,36.482976,
199902,,33.026796,
199903,,36.636228,
199904,,35.755524,
199905,,29.284020,
199906,,36.411228,
199907,,38.798784,
199908,,39.551544,
199909,,38.189304,
199910,,39.042684,
199911,,36.363888,
199912,,37.460520,
200001,,31.324032,
200002,,33.659892,
200003,,35.513496,
200004,,37.955088,
200005,,38.316816,
200006,,21.122352,
200007,,38.543220,
200008,,39.257460,
200009,,35.569008,
200010,,38.590956,
200011,1.021095,37.679904,
200012,0.159503,35.257788,
200101,1.490841,39.432492,
200102,0.529695,23.045076,
200103,1.374127,38.899332,
200104,1.213257,37.753884,
200105,0.138114,20.059128,
200106,1.059344,38.085984,
200107,1.283421,39.216420,
200108,0.442993,39.306060,
200109,1.365282,37.155348,
200110,1.391565,39.215196,
200111,1.168715,35.388396,
200112,1.372622,39.373452,
200201,0.438181,32.300064,
200202,0.663206,33.479640,
200203,1.192589,37.264320,
200204,1.336021,36.213696,
200205,1.287726,36.697068,
200206,0.881634,35.915040,
200207,1.397636,36.522396,
200208,1.181245,34.423200,
200209,0.341469,33.540840,
200210,0.892289,33.193512,
200211,0.944864,32.419584,
200212,0.392586,16.449552,
200301,0.399428,25.115076,
200302,0.579392,25.245972,
200303,0.593648,27.892620,
200304,1.024932,27.852264,
200305,0.338609,11.796048,
200306,0.716803,22.338576,
200307,0.668346,22.015044,
200308,0.699400,22.258584,
200309,0.322974,21.453012,
200310,0.692578,21.754944,
200311,0.598893,19.138140,
200312,0.651528,20.770380,
200401,0.610826,20.400552,
200402,0.547902,18.181656,
200403,0.598688,20.357856,
200404,0.907605,24.217704,
200405,0.907122,26.093160,
200406,0.947234,27.275652,
200407,0.734219,27.035640,
200408,0.403459,26.126244,
200409,0.626677,23.513076,
200410,0.867017,25.005456,
200411,0.781478,22.891392,
200412,0.685701,19.964448,
