"YYYYMM","Natural gas","Oil","Others"
200603,39.741769,878.976000,
200604,140.672540,2716.560000,
200605,165.818900,3284.892000,
200606,120.187033,3390.012000,
200607,106.629990,2870.820000,
200608,184.581804,3872.412000,
200609,175.452504,3573.216000,
200610,197.577399,3893.004000,
200611,173.752241,4296.204000,
200612,122.181606,4857.012000,
200701,187.511876,4916.268000,
200702,12.688623,4120.704000,
200703,19.343449,5154.120000,
200704,32.866000,4144.608000,
200705,170.828239,4442.508000,
200706,56.029865,4899.348000,
200707,32.195731,4775.220000,
200708,76.090324,5243.544000,
200709,79.593295,5306.472000,
200710,181.553015,5240.124000,
200711,153.966396,4997.124000,
200712,132.759026,5140.044000,
200801,171.511536,5598.972000,
200802,50.884154,5277.168000,
200803,266.528282,5919.624000,
200804,82.515050,6029.784000,
200805,10.405770,6316.452000,
200806,0,4186.620000,
200807,231.214619,6583.140000,
200808,47.468610,6514.416000,
200809,0,6264.108000,
200810,191.827205,6324.948000,
200811,265.465500,6030.144000,
200812,298.430509,6215.400000,
200901,208.295138,6208.020000,
200902,175.356011,5538.420000,
200903,217.299724,5579.208000,
200904,173.386565,4977.756000,
200905,165.788589,5261.976000,
200906,120.662671,4679.820000,
200907,158.187040,4634.748000,
200908,139.880162,4396.320000,
200909,147.288614,4075.020000,
200910,169.439738,4214.016000,
200911,129.610672,4044.600000,
200912,136.774691,4112.892000,
201001,103.903099,3853.764000,
201002,123.494909,3506.832000,
201003,99.363528,3568.824000,
201004,122.940376,3522.780000,
201005,130.291687,3507.084000,
201006,97.785950,3305.592000,
201007,141.192502,3425.364000,
201008,83.952795,2079.648000,
201009,125.827357,3296.808000,
201010,132.545895,3233.520000,
201011,113.314571,3012.120000,
201012,118.363263,3069.900000,
201101,121.978302,3078.540000,
201102,109.505792,2760.444000,
201103,117.417081,2966.508000,
201104,119.952748,2909.232000,
201105,81.870549,2963.916000,
201106,45.286647,2768.148000,
201107,110.361571,2912.868000,
201108,87.827165,2552.904000,
201109,101.351184,2791.548000,
201110,110.052621,2853.468000,
201111,104.749413,2640.096000,
201112,113.881279,2835.900000,
201201,112.205575,2752.956000,
201202,112.811228,2612.808000,
201203,95.345992,2722.788000,
201204,71.450514,2576.412000,
201205,43.521136,2669.328000,
201206,39.679856,2536.992000,
201207,83.097985,2644.884000,
201208,122.474094,3470.436000,
201209,39.740903,2190.384000,
201210,107.637352,3158.748000,
201211,95.648142,2906.820000,
201212,105.319768,2958.192000,
201301,91.224276,2998.008000,
201302,83.560796,2644.488000,
201303,52.170384,2835.864000,
201304,36.470172,2693.988000,
201305,37.793545,2667.564000,
201306,15.012955,2563.596000,
201307,41.028801,2682.360000,
201308,16.454171,2695.248000,
201309,0,2300.976000,
201310,5.840801,2353.176000,
201311,35.408610,2356.704000,
201312,37.675595,2340.936000,
201401,35.503005,1785.384000,
201402,57.660986,2125.548000,
201403,33.572052,2265.012000,
201404,48.140840,2048.580000,
201405,56.839374,2243.772000,
201406,46.971959,2026.044000,
201407,61.545549,2182.284000,
201408,45.950438,1873.692000,
201409,38.822742,2053.332000,
201410,43.187694,2249.712000,
201411,42.005738,2128.140000,
201412,23.984010,2276.064000,
201501,42.297693,2210.040000,
201502,28.911918,1990.980000,
201503,47.911278,2228.400000,
201504,58.910237,1946.808000,
201505,64.670289,2098.008000,
201506,48.392582,1882.224000,
201507,71.629679,1891.224000,
201508,68.501473,1966.032000,
201509,39.950569,1006.632000,
201510,63.157763,1856.844000,
201511,64.253383,1814.184000,
201512,52.496022,1931.220000,
201601,79.465741,1846.440000,
201602,72.071265,1737.180000,
201603,50.555292,1696.500000,
201604,51.635206,1596.312000,
201605,23.171566,1374.264000,
201606,36.644174,1548.792000,
201607,39.899421,1520.604000,
201608,15.133806,1530.468000,
201609,43.236272,1388.232000,
201610,66.879768,1562.616000,
201611,33.451613,1412.712000,
201612,13.006255,1443.420000,
201701,0,1296.972000,
201702,0,1245.312000,
201703,0,1459.224000,
201704,0,1389.384000,
201705,0,1397.340000,
201706,0,1362.564000,
201707,0,1367.280000,
201708,0,1481.292000,
201709,0,976.572000,
201710,0,1210.392000,
201711,0,1277.100000,
201712,0,1336.032000,
201801,0,1166.652000,
201802,0,1012.428000,
201803,0,983.340000,
201804,0,886.896000,
201805,0,855.252000,
201806,0,551.124000,
201807,0,796.392000,
201808,0,613.656000,
201809,0,383.616000,
201810,0,924.588000,
201811,0,892.008000,
201812,0,911.016000,
201901,0,932.580000,
201902,0,949.032000,
201903,0,959.868000,
201904,0,1001.952000,
201905,0,854.460000,
201906,0,689.436000,
201907,0,850.428000,
201908,0,284.148000,
201909,0,904.320000,
201910,0,933.984000,
201911,0,845.028000,
201912,0,884.664000,
202001,0,808.632000,
202002,0,582.516000,
202003,0,680.724000,
202004,0,668.880000,
202005,0,779.472000,
202006,0,621.720000,
202007,0,483.120000,
202008,0,501.984000,
202009,0,174.312000,
202010,0,492.264000,
202011,0,474.372000,
202012,0,456.552000,
202101,0,424.512000,
202102,,388.296000,
202103,,384.804000,
202104,,356.364000,
202105,,356.004000,
202106,,338.112000,
202107,,327.528000,
202108,,28.584000,
202109,,220.176000,
202110,,257.760000,
202111,,339.480000,
202112,,348.480000,
202201,,335.484000,
202202,,290.844000,
202203,,330.696000,
202204,,427.788000,
202205,,913.032000,
202206,,496.404000,
202207,,415.584000,
202208,,222.408000,
202209,,189.432000,
202210,,73.332000,
202211,,186.696000,
202212,,215.820000,
202301,,0,
202302,,0,
202303,,0,
202304,,0,
202305,,0,
202306,,0,
202307,,256.392000,
202308,,120.132000,
202309,,365.292000,
202310,,378.180000,
202311,,329.220000,
202312,,291.456000,
202401,,278.820000,
202402,,259.272000,
202403,,256.212000,
202404,,233.028000,
202405,,241.956000,
202406,,229.500000,
202407,,226.476000,
202408,,236.664000,
202409,,217.980000,
202410,,195.804000,
202411,,222.984000,
202412,,231.876000,
202501,,223.992000,
202502,,111.024000,
202503,,225.756000,
202504,,219.312000,
202505,,98.388000,
202506,,177.696000,
