"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,0.160000,"NaN",0.140000,"NaN","NaN","NaN","NaN"
2021,0.510000,"NaN",-1.650000,"NaN","NaN","NaN","NaN"
2022,-0.270000,"NaN",-0.940000,"NaN","NaN","NaN","NaN"
2023,0.020000,"NaN",-0.840000,"NaN","NaN","NaN","NaN"
