"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,18.258995,20.310359,5.040229,2.548387,,-9.639978
1991,15.795436,17.931119,4.845580,2.740843,,-9.722106
1992,9.798393,12.895734,4.252103,2.386743,,-9.736187
1993,4.857070,9.923455,3.812565,0.898347,,-9.777297
1994,1.279632,7.282827,3.125695,0.680489,,-9.809380
1995,-1.079865,5.337766,2.814024,0.581999,0.003637,-9.817290
1996,-1.152690,5.335129,2.713435,0.597241,0.004093,-9.802587
1997,-0.241644,5.898298,2.782795,0.853034,0.004717,-9.780488
1998,-0.632069,5.358285,2.835582,0.790239,0.005510,-9.621685
1999,-0.890018,5.192932,2.868942,0.817334,0.006470,-9.775697
2000,-1.308012,4.770388,2.918531,0.798594,0.007599,-9.803124
2001,-0.866647,5.062434,2.947109,0.818215,0.008895,-9.703301
2002,-1.123813,4.757607,3.007884,0.804188,0.010360,-9.703852
2003,-0.924588,5.028351,2.981761,0.802253,0.011992,-9.748945
2004,-0.803931,5.321927,3.062244,0.811802,0.013663,-10.013568
2005,-0.351505,5.729487,3.110307,0.838597,0.015762,-10.045658
2006,-0.150509,5.848395,3.208828,0.870537,0.017899,-10.096168
2007,1.096057,6.945903,3.330693,0.890925,0.017899,-10.089362
2008,2.087014,7.720195,3.499768,0.982984,0.023192,-10.139125
2009,1.659253,7.122446,3.630337,1.014636,0.025500,-10.133666
2010,1.385670,6.690202,3.744777,0.997812,0.088988,-10.136109
2011,3.131838,8.164772,3.858499,1.055425,0.135169,-10.082027
2012,4.897064,9.702372,3.987209,1.096763,0.229923,-10.119203
2013,4.494121,9.138828,4.055045,1.109161,0.307002,-10.115914
2014,5.691784,9.968712,4.266725,1.222019,0.379523,-10.145195
2015,6.419621,10.579160,4.379495,1.211635,0.400322,-10.150991
2016,5.399270,9.318763,4.482726,1.213253,0.510096,-10.125568
2017,6.239057,9.915818,4.678389,1.297442,0.562606,-10.215198
2018,8.030095,11.788128,4.866429,1.276025,0.403736,-10.304224
2019,6.283031,9.827301,4.992619,1.336140,0.430201,-10.303229
2020,6.534142,9.451137,5.147928,1.768494,0.460602,-10.294020
2021,8.548932,11.164328,5.401947,1.855248,0.430206,-10.302797
2022,8.874099,11.376223,5.539569,1.769885,0.481590,-10.293168
2023,9.157209,11.284781,5.703517,1.951689,0.526110,-10.308888
