"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,20.088937,8.145842,1.270313,4.296427,6.376355,,,
1991,17.634457,7.730658,0.915032,3.709324,5.279443,,,
1992,12.530057,5.997487,0.894654,2.963780,2.674136,,,
1993,9.738222,4.931845,0.700499,1.647526,2.458353,,,
1994,7.221242,3.876080,0.506343,0.773405,2.065413,,,
1995,5.258906,2.829841,0.215151,1.216587,0.997327,,,
1996,5.141506,3.028208,0.251285,1.020294,0.841719,,,
1997,5.644901,3.243750,0.282789,1.432252,0.686111,,,
1998,5.100607,2.673663,0.267077,1.306388,0.853479,,,
1999,5.118719,2.425252,0.251365,1.421255,1.020846,,,
2000,4.638911,2.444967,0.260470,0.900598,1.032875,,,
2001,4.954305,2.500567,0.276463,1.159011,1.018263,,,
2002,4.595995,2.265162,0.251641,0.831280,1.247912,,,
2003,4.767222,2.030046,0.236822,1.023150,1.477205,,,
2004,5.003979,1.794930,0.221365,1.278971,1.708713,,,
2005,5.361537,2.304004,0.788506,1.300420,0.968607,,,
2006,5.406050,2.206978,0.865737,1.353339,0.979995,,,
2007,6.494490,2.346201,0.893667,2.156623,1.097999,,,
2008,7.401971,2.709868,0.826564,2.343626,1.521913,,,
2009,7.078762,2.382114,0.477267,2.725884,1.493497,,,
2010,6.496893,1.936010,0.586548,2.431291,1.543043,,,
2011,7.836765,1.949659,0.597078,3.298889,1.991139,,,
2012,9.350300,2.020923,0.802831,4.577112,1.949434,,,
2013,8.552553,1.719173,0.874739,4.789979,1.168661,,,
2014,9.351915,2.761821,0.848676,3.800917,1.940500,,,
2015,10.099417,3.455579,0.683315,3.985078,1.975444,,,
2016,8.845822,2.249436,0.571351,3.994939,2.030095,,,
2017,9.421423,1.825133,0.780895,4.331324,2.484071,,,
2018,11.093828,2.357418,0.873473,4.982758,2.880180,,,
2019,9.104462,2.360489,0.551241,3.953171,2.239560,,,
2020,8.578573,2.594184,0.532813,3.454126,1.997451,,,
2021,10.032584,3.487970,0.576017,3.939638,2.028959,,,
2022,10.066049,3.327608,0.646831,3.767813,2.323797,,,
2023,10.007623,3.317997,0.530060,3.601417,2.558149,,,
