"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,-20.291960,-20.291960,-20.291960,-22.288306,-3.688280,-32.134322,-32.134322,-31.123462,-44.803709,-41.342100,-37.265578,-38.781178,-42.534413,-38.540254,-38.355680,-37.673796,-36.163252,-36.235893,-38.220007,-38.261034,-47.967946,-53.020204,-61.076592
1991,-29.327650,-29.327650,-29.327650,-26.801203,-16.464032,-33.406997,-33.406997,-33.018009,-45.825635,-41.539090,-38.194748,-38.730343,-41.684180,-37.339820,-37.134403,-36.955075,-35.447045,-35.332092,-37.562164,-37.714085,-47.690090,-52.766889,-60.061955
1992,-23.353077,-23.353077,-23.353077,-15.170879,-8.503776,-30.708705,-30.708705,-29.714589,-42.109006,-40.195116,-35.997022,-36.416566,-39.033528,-37.383405,-37.211670,-36.965945,-35.436645,-35.172108,-37.169296,-37.006110,-46.696925,-51.782972,-59.143437
1993,-29.332097,-29.332097,-29.332097,-25.130346,-14.798198,-28.454111,-28.454111,-26.683251,-39.012431,-36.053734,-32.209554,-31.954366,-35.349266,-32.257966,-32.099233,-31.921607,-30.523347,-31.094569,-33.089880,-33.138870,-42.702729,-47.859193,-55.304788
1994,-26.305348,-26.305348,-26.305348,-29.538121,-27.995805,-25.275306,-25.275306,-23.867861,-39.945723,-36.126258,-32.213143,-34.652905,-39.943729,-36.203547,-36.127728,-35.957352,-34.485318,-33.393297,-35.357920,-35.301942,-44.210813,-49.365717,-56.852515
1995,-21.292705,-21.292705,-21.292705,-17.212175,-28.310955,-25.523215,-25.523215,-23.742078,-39.332007,-35.534380,-31.639537,-37.961726,-38.986400,-34.521629,-34.398321,-34.259097,-32.892201,-36.273494,-38.004310,-38.146130,-44.267504,-49.434685,-56.972981
1996,-22.269046,-22.269046,-22.269046,-18.748176,-33.065027,-29.911825,-29.911825,-29.375581,-40.129057,-36.988772,-33.099476,-39.122703,-45.247071,-41.455722,-41.620192,-41.571309,-40.358799,-38.676659,-40.269281,-40.139647,-46.838073,-51.522917,-59.104688
1997,-27.287605,-27.287605,-27.287605,-14.060460,-31.421482,-34.392441,-34.392441,-34.198689,-41.917739,-39.036801,-35.504494,-38.861116,-42.922349,-39.157601,-39.108922,-39.071217,-37.712288,-39.378306,-41.151642,-41.217989,-47.641836,-52.813937,-60.466443
1998,-24.330900,-24.330900,-24.330900,-22.059867,-23.027643,-36.273571,-36.273571,-36.869291,-41.200474,-38.271565,-34.592644,-40.432237,-45.114344,-41.187936,-41.021647,-40.991299,-39.637535,-39.979637,-42.328753,-42.218978,-48.226414,-53.396169,-61.076906
1999,-27.305310,-27.305310,-27.305310,-17.542275,-17.365055,-34.425415,-34.425415,-35.709787,-39.341905,-38.201143,-34.085414,-40.302220,-42.619050,-38.564270,-38.604476,-38.541874,-37.147903,-39.324063,-42.022707,-41.920802,-48.610356,-53.714806,-61.390476
2000,-27.305505,-27.305505,-27.305505,-18.290070,-32.891391,-35.680036,-35.680036,-36.202736,-41.052803,-38.988509,-35.616660,-42.579554,-43.834308,-39.762735,-39.649376,-39.764474,-38.387716,-41.506641,-43.740713,-43.442649,-49.853392,-54.973023,-62.685094
2001,-33.083249,-24.810838,-24.810838,-16.330280,-26.905739,-32.244236,-32.244236,-33.684509,-38.801911,-38.979850,-35.745803,-40.766699,-46.487255,-44.730065,-44.767727,-44.927416,-43.570174,-42.707658,-44.548833,-44.297647,-50.742726,-55.858448,-63.599662
2002,,-26.541322,-26.541322,-16.678792,-26.946001,-34.517340,-34.517340,-34.447495,-41.107841,-39.035646,-35.745855,-42.011442,-46.071850,-42.324814,-42.406486,-42.692172,-41.344587,-42.296062,-44.160366,-43.637295,-49.737262,-55.533401,-63.252416
