"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2003,,,-21.498939,-16.511123,-22.425319,-33.636624,-33.636624,-32.891101,-39.853304,-36.416120,-32.669933,-39.585917,-43.482603,-38.774073,-39.469098,-39.317062,-37.875381,-39.843370,-41.540023,-40.225850,-46.946808,-53.482748,-61.543953
2004,,,,-16.650744,-5.607036,-32.129356,-32.129356,-25.932869,-36.502691,-32.895084,-29.495432,-33.813517,-42.010604,-37.398550,-38.387518,-36.555693,-35.211846,-33.642100,-35.019836,-33.945152,-44.525660,-50.588152,-58.239452
2005,,,,,-4.056757,-29.247074,-29.247074,-20.400638,-36.346958,-30.990288,-27.187483,-30.994437,-40.007757,-35.429449,-36.573431,-34.768227,-33.256567,-33.915924,-34.072433,-33.710232,-45.007462,-52.292081,-59.898434
2006,,,,,,-25.713454,-25.713454,-17.085404,-35.106454,-36.964079,-34.444200,-35.189182,-42.544950,-39.709343,-41.153704,-38.991889,-37.590194,-44.070727,-43.830169,-43.068175,-52.024755,-56.707994,-64.483467
2007,,,,,,,-20.577650,-14.930001,-34.312182,-37.037059,-31.362306,-34.818407,-47.492514,-42.109516,-43.497202,-41.333341,-40.090563,-42.231788,-37.090666,-36.985492,-49.898452,-56.430121,-65.353433
2008,,,,,,,,-14.810331,-34.018833,-36.916131,-32.961506,-36.016471,-46.621147,-41.111740,-43.351730,-41.117845,-40.130982,-43.149360,-38.222244,-42.811378,-49.623935,-56.199261,-63.278336
2009,,,,,,,,,-41.769049,-35.868438,-33.010356,-35.388801,-46.167081,-42.202662,-45.376658,-42.212382,-41.112678,-43.506296,-38.124763,-42.839143,-49.461249,-55.122089,-62.662218
2010,,,,,,,,,,-34.193484,-30.838380,-35.264055,-45.620836,-46.653194,-49.992869,-46.399579,-45.685776,-46.816693,-40.262718,-44.692282,-51.842523,-58.354204,-63.385755
2011,,,,,,,,,,,-35.348861,-35.696149,-40.677890,-41.653295,-43.043636,-39.137020,-38.960896,-45.486474,-40.340501,-44.608064,-52.649738,-57.375485,-62.456429
2012,,,,,,,,,,,,-35.518048,-44.875917,-46.270437,-48.765985,-44.695063,-44.015466,-46.039531,-40.929602,-45.001937,-52.667764,-56.958491,-60.597800
2013,,,,,,,,,,,,,-43.406452,-44.000791,-46.662038,-39.904116,-41.187375,-44.106098,-38.826494,-42.862056,-50.862263,-58.008856,-60.489737
2014,,,,,,,,,,,,,,-46.855947,-47.187913,-41.980838,-42.820414,-42.667251,-38.545562,-42.731249,-49.379072,-56.430969,-59.298998
2015,,,,,,,,,,,,,,,-52.511862,-46.525396,-47.123265,-43.645226,-36.520139,-40.059213,-47.857118,-53.777242,-56.820761
2016,,,,,,,,,,,,,,,,-44.619859,-46.205332,-46.472466,-41.088214,-40.487393,-46.669768,-52.715012,-53.954126
2017,,,,,,,,,,,,,,,,,-45.381993,-44.748631,-38.703294,-36.411833,-40.264255,-46.168421,-47.903644
2018,,,,,,,,,,,,,,,,,,-43.740477,-37.078454,-36.279486,-37.059686,-40.201897,-41.416649
2019,,,,,,,,,,,,,,,,,,,-37.221767,-38.456055,-39.842480,-42.076646,-41.365647
2020,,,,,,,,,,,,,,,,,,,,-41.475703,-42.845026,-44.596352,-40.962160
2021,,,,,,,,,,,,,,,,,,,,,-43.289841,-45.170850,-38.304853
2022,,,,,,,,,,,,,,,,,,,,,,-42.788213,-35.280913
2023,,,,,,,,,,,,,,,,,,,,,,,-32.894406
