"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,11.696129,57.318568,8.633396,4.681947,0.621745,-59.559526
1991,12.769959,57.566887,8.618049,4.567543,0.631523,-58.614043
1992,13.305575,57.413767,8.759212,4.422225,0.467290,-57.756919
1993,17.347814,57.425811,8.720788,4.597511,0.537848,-53.934144
1994,18.403474,59.893839,8.643145,4.618092,0.614549,-55.366150
1995,17.606581,59.386316,8.524871,4.480721,0.746349,-55.531676
1996,19.317340,63.261396,8.526709,4.492703,0.758315,-57.721785
1997,13.072049,58.269640,8.438035,4.519614,0.907567,-59.062807
1998,12.953021,58.693751,8.310406,4.563009,0.950927,-59.565071
1999,9.376152,55.870356,8.085488,4.266472,1.136008,-59.982172
2000,6.895170,54.823744,7.892747,4.199224,1.186021,-61.206566
2001,6.669189,55.732294,7.812159,4.063438,1.262245,-62.200948
2002,7.518661,56.579781,7.529785,4.007331,1.370871,-61.969107
2003,9.554354,57.175581,7.295854,3.948726,1.399507,-60.265314
2004,12.423235,56.387363,7.327279,3.963866,1.480816,-56.736089
2005,8.180748,53.738753,7.093055,3.853542,1.566678,-58.071280
2006,2.771055,53.601179,6.957521,3.803539,1.537220,-63.128404
2007,0.747785,52.838851,6.662282,3.663818,1.575092,-63.992257
2008,0.419324,50.721426,6.354085,3.795452,1.478742,-61.930381
2009,-3.347795,47.106712,6.177795,3.639941,1.201001,-61.473245
2010,2.982130,52.983813,6.061992,3.769739,1.298378,-61.131791
2011,-1.755897,49.069395,5.883561,3.493628,1.289712,-61.492193
2012,-2.869294,46.566303,5.671825,3.435953,1.148505,-59.691880
2013,-4.366828,45.066508,5.560604,3.471157,1.103393,-59.568490
2014,-4.747051,43.329786,5.408174,3.559605,1.160471,-58.205086
2015,-2.350576,43.251128,5.270759,3.583604,1.145155,-55.601221
2016,0.579288,43.251927,5.198364,3.546681,1.163826,-52.581510
2017,5.574643,42.293288,5.154941,3.679171,1.121575,-46.674332
2018,11.243956,41.836367,5.054986,3.462803,1.076096,-40.186297
2019,9.536544,40.750517,4.900610,3.523159,1.016808,-40.654551
2020,6.124527,36.595487,4.814746,3.572869,0.985508,-39.844083
2021,7.863961,38.546793,4.760257,3.468952,0.935197,-39.847237
2022,2.022482,36.073149,4.707858,3.497642,0.889388,-43.145556
2023,-1.816161,35.418552,4.639811,3.347521,0.827687,-46.049731
2024,-6.744222,38.832142,4.518681,3.369527,0.773305,-54.237877
