"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,51.854703,51.514104,51.661317,51.733729,51.733729,51.614169,51.570165,51.463449,51.445133,51.677906,51.741662,51.799327,51.820905,51.820644,51.821235,51.820996,51.270422,51.172312,51.145585,51.347337,51.359519,51.359519,51.467997
1991,52.223591,52.087051,52.216417,52.484446,52.449235,52.449235,52.407331,52.135340,52.115834,52.173227,52.240144,52.313106,52.336714,52.336473,52.337129,52.336878,51.812696,51.840871,51.832080,52.029773,51.901231,51.901231,52.008048
1992,51.454262,51.968551,52.110570,52.397676,52.397676,52.397676,52.351258,52.268426,52.248264,52.283597,52.333366,52.399981,52.424414,52.424148,52.427407,52.424622,51.857297,51.916209,51.917270,52.111015,52.075935,52.075935,52.184766
1993,51.110801,51.642954,51.727442,51.850698,51.850698,51.850698,51.807479,51.871156,51.854588,52.123606,52.139561,52.205218,52.230430,52.230152,52.233483,52.230693,51.701622,51.853758,51.855009,52.044757,51.960379,51.960379,52.065368
1994,55.590660,54.048417,54.084404,54.269509,54.269509,54.269509,54.221641,53.992826,53.971339,54.180254,54.196279,54.262755,54.288281,54.288066,54.288926,54.288667,53.684066,53.852368,53.853766,54.040589,53.961337,53.961337,54.077727
1995,53.978680,53.146418,52.901583,53.311010,53.311010,53.311010,53.261286,53.125224,53.102787,53.402295,53.419706,53.422786,53.449778,53.449615,53.450503,53.450285,52.808006,52.959825,52.961385,53.152035,53.150077,53.150077,53.264071
1996,57.369637,56.466907,56.551334,56.906412,56.906523,56.906523,56.856509,56.829403,56.806739,57.476672,57.494621,57.438060,57.597703,57.597396,57.598194,57.598021,56.939392,57.077709,57.079482,57.251368,57.212536,57.212536,57.313058
1997,52.732101,52.307705,52.400267,52.552383,52.552383,52.552383,52.494991,52.317798,52.297717,52.533009,52.548932,52.480390,52.650402,52.650089,52.661824,52.650846,51.977431,52.099837,52.094127,52.268297,52.329844,52.329844,52.428148
1998,54.088188,53.164749,53.062413,53.008171,53.028121,53.028121,52.973521,52.935406,52.914794,53.060778,53.077644,53.016612,53.198098,53.197736,53.201316,53.198352,52.497083,52.555230,52.544886,52.716254,52.728476,52.728433,52.813941
1999,52.080337,50.621175,50.561721,50.403687,50.420717,50.420717,50.385946,50.052325,50.034088,50.151150,50.167048,50.086442,50.267381,50.266984,50.267616,50.267642,49.824221,49.824511,49.826818,50.001287,50.018327,50.018280,50.095630
2000,48.939030,48.249908,48.083779,48.955790,49.012983,49.012983,48.967435,48.607317,48.587484,48.781708,48.794402,48.731123,48.919792,48.919347,48.919922,48.920006,48.219321,48.224240,48.214001,48.394861,48.543379,48.543356,48.628860
2001,50.574194,48.858036,48.851322,49.438119,49.495834,49.495834,49.445591,49.265543,49.245729,49.615583,49.629394,49.565741,49.748057,49.747684,49.748294,49.748379,49.036514,49.005162,48.993824,49.178137,49.307538,49.307524,49.372261
2002,,50.535199,50.352178,50.716618,50.743574,50.743566,50.510838,50.189157,50.166515,50.404651,50.419682,50.364561,50.565849,50.565534,50.566233,50.566320,49.811732,49.796893,49.795605,49.980201,49.993304,49.993287,50.062144
2003,,,51.199862,51.621593,51.610830,51.610819,51.202278,51.126698,51.101649,51.302057,51.315592,51.316646,51.500518,51.500214,51.501989,51.502060,50.800150,50.760623,50.753521,50.936664,50.967994,50.967975,51.019988
