"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,21.891451,1.759207,3.199247,11.932007,0.777261,4.223728
1991,21.381698,1.843137,3.348720,11.261718,0.782438,4.145685
1992,20.804595,1.955973,3.302656,10.641949,0.787063,4.116954
1993,21.461596,1.999510,3.232118,11.320063,0.797406,4.112500
1994,21.535149,2.014359,3.106923,11.497087,0.808393,4.108388
1995,21.031438,2.068780,2.987596,11.026225,0.825781,4.123056
1996,21.068636,2.166511,2.936683,11.039303,0.811099,4.115040
1997,21.166232,2.040017,2.940540,11.276857,0.797734,4.111084
1998,21.325807,1.984030,3.217050,11.226381,0.791439,4.106907
1999,20.239004,1.946255,2.906028,10.452733,0.794877,4.139111
2000,19.989946,1.662728,2.786212,10.598355,0.798831,4.143820
2001,19.469987,1.774264,2.251724,10.513789,0.793952,4.136258
2002,19.248294,1.733848,2.151226,10.445022,0.791909,4.126290
2003,18.989232,1.734736,2.159799,10.184718,0.821601,4.088379
2004,19.024366,1.798457,2.181556,10.151954,0.826016,4.066382
2005,18.627482,1.802353,2.163903,9.723043,0.852369,4.085814
2006,18.392106,1.836167,2.205517,9.459107,0.852185,4.039131
2007,17.829668,1.843972,1.462738,9.658874,0.860142,4.003941
2008,18.262483,1.878818,1.556666,10.014244,0.872733,3.940022
2009,17.600047,1.927061,1.617129,9.305882,0.885556,3.864419
2010,18.166989,2.053568,1.699662,9.602627,0.869574,3.941558
2011,16.941052,1.944721,0.734335,9.605484,0.898961,3.757551
2012,16.573120,1.947758,0.820200,9.333767,0.864134,3.607261
2013,16.700607,2.024322,0.711741,9.513058,0.849585,3.601900
2014,17.099452,1.929708,0.771051,9.898206,0.833509,3.666980
2015,17.269578,2.017806,0.709806,9.984685,0.810738,3.746544
2016,17.149382,2.041970,0.726400,9.804410,0.810921,3.765681
2017,17.720755,2.134690,0.835613,10.110879,0.802482,3.837091
2018,17.047952,2.151834,0.689020,9.450500,0.775828,3.980770
2019,17.342222,2.095412,0.673651,9.737306,0.788573,4.047281
2020,17.577662,1.863572,0.594294,10.217473,0.807184,4.095139
2021,17.277026,1.978138,0.600395,9.703344,0.808509,4.186640
2022,17.453792,1.958951,0.573829,9.857917,0.807955,4.255141
2023,16.901564,1.904280,0.546531,9.389309,0.792034,4.269411
2024,17.061555,1.834664,0.537745,9.539867,0.802919,4.346361
