"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,11.863153,52.408612,7.225853,7.293736,4.275121,-59.340169
1991,12.988435,52.998245,7.013942,6.978469,4.348099,-58.350320
1992,13.579829,53.197232,6.526932,6.936865,4.361505,-57.442704
1993,17.635436,53.072842,6.694104,7.247901,4.227851,-53.607262
1994,18.592482,55.098989,7.178337,7.390554,4.081403,-55.156800
1995,17.858907,54.292210,7.566228,7.201893,4.074912,-55.276335
1996,19.615981,58.379704,7.335485,7.268897,4.046160,-57.414266
1997,13.375800,53.429940,7.394961,7.311591,4.008864,-58.769555
1998,13.129605,53.793977,7.583489,7.198514,3.950647,-59.397022
1999,9.671687,51.040507,7.548136,6.977954,3.804324,-59.699234
2000,7.135582,49.475550,7.994376,6.963622,3.698229,-60.996195
2001,6.970857,50.253872,8.092420,6.897886,3.642066,-61.915388
2002,7.929026,50.921078,8.329367,6.804134,3.446495,-61.572047
2003,9.936373,51.857058,7.972748,6.683183,3.299395,-59.876011
2004,12.551151,50.630540,8.512291,6.708662,3.281343,-56.581685
2005,8.013692,48.155783,8.423280,6.547593,3.124884,-58.237848
2006,3.068827,48.056977,8.404693,6.421093,3.018256,-62.832193
2007,1.013287,47.155856,8.333612,6.433550,2.818820,-63.728550
2008,0.677486,45.259981,8.040655,6.520697,2.523120,-61.666968
2009,-2.971418,43.364646,6.054780,6.289583,2.413651,-61.094078
2010,2.322198,47.410726,8.045514,6.385436,2.281573,-61.801051
2011,-1.186714,43.650866,7.568819,6.357577,2.165383,-60.929359
2012,-2.295284,41.309997,7.232051,6.265024,2.022413,-59.124770
2013,-3.807609,39.705980,7.271259,6.333422,1.899191,-59.017461
2014,-4.299441,38.139630,7.162358,6.418479,1.761456,-57.781364
2015,-2.032957,38.104702,7.107420,6.432314,1.639250,-55.316643
2016,0.756617,37.567685,7.675300,6.397090,1.558185,-52.441643
2017,5.922273,36.849821,7.433578,6.514509,1.496428,-46.372064
2018,11.653513,36.594050,7.116025,6.325586,1.398667,-39.780815
2019,10.429049,34.810459,7.743637,6.346948,1.295403,-39.767398
2020,6.630620,32.020488,6.278961,6.449819,1.232656,-39.351305
2021,11.055320,33.289904,6.947273,6.328551,1.156049,-36.666457
2022,10.587666,30.843962,5.842669,6.412047,1.103015,-33.614027
2023,13.162395,30.435072,6.577540,6.317751,1.055609,-31.223577
