"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
2001,55.269107,53.236431,53.451228,54.102358,54.160549,54.160458,54.110216,54.642461,54.669133,55.064052,55.077862,55.063831,55.661171,55.686746,55.686470,55.682291,55.650389,55.617056,55.637649,55.821961,55.837579,55.837566,55.782306,55.732294
2002,,54.752881,54.831669,55.260025,55.297279,55.296873,55.064145,55.693228,55.714084,55.977817,55.992848,55.994721,56.603459,56.631896,56.639245,56.641313,56.596989,56.572520,56.606994,56.791591,56.685411,56.685394,56.633798,56.579781
2003,,,55.995111,56.333595,56.291863,56.296716,55.888175,56.379277,56.400495,56.625821,56.607595,56.609535,57.182199,57.203599,57.221452,57.224354,57.177718,57.160567,57.188352,57.371496,57.292211,57.292191,57.220993,57.175581
2004,,,,55.239348,55.182025,55.188710,55.316620,55.868617,55.785642,55.789496,55.768427,55.770972,56.410120,56.428803,56.434281,56.443341,56.422470,56.475919,56.501179,56.682884,56.516921,56.516888,56.427525,56.387363
2005,,,,,52.568557,52.554705,52.949624,53.328268,53.186634,53.282086,53.231210,53.189309,53.880010,53.859206,53.954214,53.843311,53.784890,53.852857,53.884416,54.066087,53.875335,53.875298,53.787479,53.738753
2006,,,,,,51.514880,52.726894,52.942604,52.923661,53.241747,53.194384,53.155395,53.802936,53.697656,53.787782,53.672750,53.612696,53.674265,53.702639,53.885099,53.738077,53.737864,53.650846,53.601179
2007,,,,,,,51.621013,52.291049,51.896670,52.003236,51.971678,52.024524,52.780132,52.911727,52.908594,52.816478,52.756379,52.940904,52.970191,53.151971,52.994142,52.993881,52.878799,52.838851
2008,,,,,,,,50.424223,49.876195,50.138634,50.005526,49.977910,50.824704,50.831577,50.823915,50.723096,50.641178,50.855996,50.886839,51.070465,50.866881,50.866404,50.765441,50.721426
2009,,,,,,,,,46.621417,46.663621,46.518441,46.516669,47.249659,47.267447,47.243885,47.153239,47.068306,47.231117,47.252201,47.421459,47.238907,47.238340,47.143305,47.106712
2010,,,,,,,,,,52.883685,52.368555,52.279088,53.082546,53.057735,53.024182,52.927275,52.845024,53.042223,53.126353,53.287345,53.120374,53.119860,53.028585,52.983813
2011,,,,,,,,,,,48.725690,48.479123,49.113776,49.133587,49.097124,48.969956,48.895034,49.166901,49.257269,49.405178,49.210977,49.210626,49.113768,49.069395
2012,,,,,,,,,,,,45.710293,46.453771,46.559640,46.522665,46.403566,46.323484,46.692007,46.773851,46.918582,46.712080,46.711966,46.606914,46.566303
2013,,,,,,,,,,,,,44.811619,44.899152,44.879356,44.768997,44.737618,45.086335,45.205996,45.351341,45.202084,39.173365,45.105885,45.066508
2014,,,,,,,,,,,,,,43.404903,43.254663,43.225706,43.175556,43.337555,43.335944,43.477929,43.473365,38.566498,43.384746,43.329786
2015,,,,,,,,,,,,,,,43.346285,43.385557,43.056752,43.336755,43.602601,43.741733,43.418744,41.307255,43.310143,43.251128
2016,,,,,,,,,,,,,,,,42.568018,42.582492,42.972565,43.262009,43.415985,43.414112,40.113550,43.308377,43.251927
2017,,,,,,,,,,,,,,,,,42.049886,42.306816,42.593728,42.704238,42.456588,38.923555,42.355424,42.293288
2018,,,,,,,,,,,,,,,,,,41.766183,42.095408,42.094909,42.036584,38.476382,41.856001,41.836367
2019,,,,,,,,,,,,,,,,,,,40.936867,40.982492,41.006040,35.203465,40.772480,40.750517
2020,,,,,,,,,,,,,,,,,,,,36.515101,36.686486,31.006008,36.622218,36.595487
2021,,,,,,,,,,,,,,,,,,,,,38.524786,37.460736,38.567984,38.546793
2022,,,,,,,,,,,,,,,,,,,,,,28.831586,35.107828,36.073149
2023,,,,,,,,,,,,,,,,,,,,,,,35.543461,35.418552
2024,,,,,,,,,,,,,,,,,,,,,,,,38.832142
