"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
1990,56.489168,55.846777,56.277648,56.420638,56.420638,56.301022,56.257018,56.614951,56.646320,56.890293,56.954049,57.140839,57.509293,57.546543,57.548317,57.506343,57.445981,57.348825,57.378338,57.580090,57.509899,57.520481,57.416508,57.318568
1991,56.761815,56.313387,56.716719,57.007081,56.971870,56.971898,56.929993,57.058535,57.090953,57.160003,57.226920,57.438455,57.725379,57.755635,57.750783,57.713493,57.678095,57.707223,57.752857,57.950551,57.739635,57.751218,57.663957,57.566887
1992,56.003032,56.120719,56.466130,56.768721,56.768721,56.768631,56.722214,56.883399,56.917168,56.963208,57.012977,57.212735,57.452772,57.482065,57.476779,57.447092,57.391624,57.451490,57.495155,57.688900,57.567243,57.578298,57.509808,57.413767
1993,55.676540,55.738754,56.099963,56.246812,56.246812,56.246715,56.203495,56.569258,56.609164,56.888588,56.904542,57.106042,57.394875,57.425951,57.417550,57.395714,57.340360,57.493449,57.536238,57.725985,57.560864,57.571903,57.516754,57.425811
1994,60.304390,58.430810,58.693337,58.913319,58.913319,58.913265,58.865397,59.090674,59.122083,59.341376,59.357401,59.562494,59.844050,59.876999,59.862590,59.845492,59.784553,59.953809,59.999754,60.186577,60.014546,60.025655,59.997398,59.893839
1995,59.031456,57.539231,57.586348,58.043034,58.043034,58.042918,57.993195,58.521153,58.543742,58.854439,58.871851,58.967370,59.289930,59.318673,59.292750,59.276126,59.199626,59.366207,59.414424,59.605074,59.506170,59.511809,59.487263,59.386316
1996,62.464488,60.810649,61.168546,61.554165,61.554276,61.554179,61.504166,62.016376,62.043940,62.725073,62.743022,62.727950,63.199153,63.238786,63.218163,63.194023,63.154031,63.302778,63.349951,63.521837,63.381058,63.381058,63.349024,63.261396
1997,57.623090,56.408699,56.783524,56.982703,56.982703,56.982619,56.925227,57.371622,57.389656,57.636640,57.652564,57.628980,58.139244,58.154530,58.141239,58.132711,58.086567,58.212552,58.251198,58.425368,58.383135,58.383135,58.355301,58.269640
1998,58.774904,57.303819,57.458368,57.475867,57.495818,57.495683,57.441084,58.066857,58.091130,58.249252,58.266117,58.249425,58.714135,58.733406,58.717829,58.717075,58.640205,58.696666,58.721858,58.893226,58.801835,58.801792,58.767174,58.693751
1999,56.648528,54.531205,54.714111,54.627718,54.644748,54.644636,54.609866,55.153674,55.180297,55.309236,55.325134,55.288726,55.842472,55.861219,55.849936,55.856974,55.819025,55.820157,55.857374,56.031844,55.981610,55.981563,55.936620,55.870356
2000,53.766041,52.390856,52.426720,53.358420,53.415612,53.415516,53.369968,53.888487,53.913489,54.132672,54.145365,54.131249,54.710134,54.730424,54.727151,54.724980,54.677642,54.684428,54.709803,54.890663,54.930066,54.930043,54.892392,54.823744
