"YYYYMM","Diesel","Natural gas","Flaring"
201001,2.196885,6.346778,0.651972
201002,1.856891,6.072868,0.541868
201003,1.611049,7.801293,0.305698
201004,1.087981,7.936847,0.297768
201005,2.008580,8.149058,0.735162
201006,1.514281,9.274484,0.526494
201007,1.477667,9.961024,0.498817
201008,2.053041,9.544293,4.030608
201009,2.266191,9.630823,0.409840
201010,2.029503,9.513554,0.237722
201011,2.708471,6.831994,0.850772
201012,1.977719,10.084212,2.323783
201101,2.501049,10.133600,1.241253
201102,2.594155,8.980974,0.090589
201103,2.665946,9.111114,0.721516
201104,1.633227,10.110511,0.614144
201105,2.395494,5.468602,0.951953
201106,1.917044,9.826924,0.162535
201107,1.261640,10.751119,0.387038
201108,1.624126,10.092143,2.826455
201109,2.722568,8.511896,0.103093
201110,1.862121,10.516344,2.575439
201111,1.869078,10.407500,0.673067
201112,1.087484,11.378223,1.528116
201201,1.146172,11.242095,3.619071
201202,1.793129,9.348969,2.159816
201203,2.294960,10.991373,0.463277
201204,1.932736,10.060531,0.465222
201205,0.963752,11.423298,0.357049
201206,1.358015,9.887509,2.137058
201207,1.757194,10.725091,0.915845
201208,0.784602,11.828816,0.005277
201209,1.180643,11.272544,0.213611
201210,0.802988,11.475431,4.045472
201211,1.223979,10.971851,0.680482
201212,0.764725,12.025695,0.437519
201301,0.967675,11.811056,0.805719
201302,0.710588,10.749099,0.618431
201303,0.716603,11.972717,0.321640
201304,0.780417,11.418477,0.652554
201305,1.288054,10.944677,0.727892
201306,2.037349,10.075204,0.538426
201307,2.861181,8.817966,1.446032
201308,1.605818,8.007662,0.721930
201309,1.593735,11.057223,1.163092
201310,1.668586,11.407368,1.379442
201311,1.103673,11.201255,0.328909
201312,1.457790,11.263287,0.036747
201401,1.599939,10.798399,1.639930
201402,0.544639,11.235738,0.969112
201403,1.031228,12.101120,0.343337
201404,1.160102,11.318528,1.132494
201405,0.828683,12.180975,0.687775
201406,0.620636,11.904579,1.014821
201407,2.146516,9.976060,0.505982
201408,1.483355,11.182418,0.878347
201409,1.703582,6.534555,2.904712
201410,1.029591,12.491127,1.244997
201411,3.473387,9.126913,1.026446
201412,1.935733,11.752116,0.154959
201501,0.941211,12.060503,1.704917
201502,1.225299,9.790123,1.582700
201503,1.248919,11.667898,1.020201
201504,0.655210,12.550509,2.076988
201505,0.975563,11.281786,2.616019
201506,0.692542,12.416267,0.942231
201507,0.610046,12.930177,0.179072
201508,1.473228,11.501394,1.469811
201509,0.810904,12.344961,1.586518
201510,0.816781,13.046871,0.374470
201511,0.919266,9.890520,4.339396
201512,0.657402,11.898218,0.811022
201601,2.808882,10.428547,0.756419
201602,0.551834,12.361695,0.649549
201603,0.705574,13.458390,1.058261
201604,1.918260,11.509414,0.453143
201605,0.816239,11.840989,3.331069
201606,0.729180,13.351812,0.175837
201607,1.088896,12.885246,1.201672
201608,2.948769,6.851990,6.750906
201609,2.188550,13.264216,2.706281
201610,1.688670,14.274565,1.249749
201611,1.984708,12.364474,3.575547
201612,1.052177,13.449937,0.403859
201701,0.957753,13.927458,0.147902
201702,0.751520,12.284443,0.325588
201703,0.843965,14.943293,0.619941
201704,0.760462,14.657461,0.213915
201705,1.734658,14.265508,0.841935
201706,0.790546,14.717060,0.308213
201707,0.756730,14.593811,3.370134
201708,0.845602,13.919288,2.220899
201709,0.760483,14.573361,0.881641
201710,1.662524,13.929468,0.950524
201711,3.025835,12.422968,0.381294
201712,0.752245,15.184710,0.141255
201801,0.937963,14.890496,0.426784
201802,0.646962,12.672620,3.480449
201803,0.990026,14.885805,1.285534
201804,0.902465,13.087463,0.744963
201805,0.420845,15.948072,0.523546
201806,4.108648,11.713906,0.112053
201807,0.826751,15.563555,1.273035
201808,0.949023,13.920504,1.125592
201809,0.740515,14.761932,0.509895
201810,2.207176,13.691378,2.353333
201811,0.823398,14.480060,2.276038
201812,6.094135,9.317036,2.538463
201901,0.555263,15.350611,0.622473
201902,0.913493,11.984935,1.339459
201903,0.663506,14.538126,1.298112
201904,1.683311,13.454392,0.125932
201905,2.684068,12.564046,1.750388
201906,0.660054,12.400439,0.530164
201907,0.294147,12.587197,0.564993
201908,0.019667,12.932300,2.810689
201909,1.655891,10.291058,0.671706
201910,0.488490,14.476824,1.322735
201911,0.122408,14.004567,0.395247
201912,0.636362,13.682159,0.282060
202001,0.033027,14.517120,1.072728
202002,0.175858,13.192887,0.125756
202003,0.023627,14.247199,2.504047
202004,0.012023,13.728805,0.048441
202005,0.032467,14.172421,0.139607
202006,1.144985,12.207978,0.206308
202007,0.060082,14.292089,0.165198
202008,0.494780,12.302293,0.226070
202009,0.338182,13.656882,0.270388
202010,1.878486,11.614762,0.246461
202011,0.043642,13.897496,1.752953
202012,0.145266,14.573650,0.103848
202101,0.439040,14.255880,0.496842
202102,0.097089,13.539744,0.054806
202103,0.470505,14.912658,2.333532
202104,0.909816,11.481031,0.813465
202105,0.316414,15.517338,0.092774
202106,0.532588,14.959317,0.576391
202107,0.238124,15.694548,0.649077
202108,0.081392,16.128555,0.054680
202109,1.338813,14.005058,0.959354
202110,0.139968,15.699270,0.103864
202111,0.258218,15.429793,1.589367
202112,1.752732,12.789307,0.034427
202201,0.034700,14.711368,0.086283
202202,0.197722,13.059250,1.341717
202203,0.233534,14.457843,0.500793
202204,0.355623,14.135454,0.453797
202205,1.495775,13.438006,0.022351
202206,0.246158,13.392159,1.525725
202207,0.008372,14.754416,0.020115
202208,0.132391,14.569531,0.023182
202209,0.050170,14.298721,0.034356
202210,0.331573,14.508786,0.860473
202211,0.336926,13.637303,0.533636
202212,0.661660,13.954318,0.027642
202301,5.006578,9.270702,0.702572
202302,1.882749,12.016051,0.035626
202303,2.589133,11.148434,3.032638
202304,0.327393,14.076898,0.025900
202305,0.487013,14.656643,0.044082
202306,0.269987,14.215399,0.678445
202307,0.233602,14.681478,0.062489
202308,0.959042,13.434689,0.657534
202309,1.480795,6.434297,1.068435
202310,0.569302,13.985659,4.073139
202311,2.589217,1.688376,7.244811
202312,0.295580,13.119988,2.502707
202401,0.310710,13.466901,0.434084
202402,0.090038,12.899290,0.149462
202403,0.917317,12.655520,0.326299
202404,1.260319,12.098409,0.938414
202405,0.080189,13.392529,0.925343
202406,0.379703,12.663771,0.311717
202407,3.699776,9.834052,0.012131
202408,3.152148,9.863781,0.089974
202409,0.683817,10.933615,1.785136
202410,2.907585,10.594088,1.471523
202411,0.939121,11.747317,0.958610
202412,0.314149,13.430559,0.555682
202501,0.492063,13.331498,0.596736
202502,0.009959,12.324685,0.001819
202503,0.107425,13.555753,0.405814
