"Year","Europe","Asia","Africa","North America","South America","Middle East","Oceania"
1959,3.713580,1.303312,0.147911,3.074959,0.237429,0.070768,0.094892
1960,3.964489,1.448640,0.156640,3.153344,0.235387,0.090276,0.100794
1961,4.109329,1.299318,0.162079,3.146454,0.240102,0.094484,0.103475
1962,4.336349,1.233605,0.166426,3.264933,0.260538,0.109295,0.107011
1963,4.609368,1.299903,0.176448,3.404057,0.258366,0.123593,0.114232
1964,4.839142,1.363020,0.193764,3.576454,0.275706,0.144769,0.123781
1965,4.981444,1.477542,0.213785,3.727016,0.285302,0.172795,0.136421
1966,5.152955,1.598629,0.221262,3.911773,0.297125,0.198951,0.136421
1967,5.266813,1.620187,0.237258,4.077573,0.317351,0.205539,0.145039
1968,5.512286,1.780060,0.257597,4.238651,0.339087,0.236683,0.150659
1969,5.812373,2.021759,0.278139,4.444880,0.368509,0.268463,0.158872
1970,6.094251,2.413273,0.302943,4.795232,0.405591,0.285360,0.165210
1971,6.322978,2.619975,0.332204,4.844456,0.418726,0.334432,0.171416
1972,6.551977,2.769759,0.352239,5.086701,0.438723,0.360838,0.176573
1973,6.844567,2.924506,0.378421,5.310978,0.479554,0.428508,0.193028
1974,6.862789,2.969125,0.388865,5.165991,0.502620,0.443725,0.195276
1975,6.902319,3.143750,0.387829,5.039690,0.500938,0.434455,0.198036
1976,7.277065,3.295177,0.420857,5.330732,0.524173,0.508019,0.197030
1977,7.333317,3.513600,0.433845,5.490550,0.536437,0.534301,0.211775
1978,7.565875,3.692873,0.463267,5.579432,0.560694,0.536268,0.223033
1979,7.745535,3.833546,0.499992,5.691123,0.596722,0.569337,0.224812
1980,7.749543,3.843319,0.536490,5.519712,0.609605,0.554360,0.241820
1981,7.467951,3.819210,0.549358,5.400274,0.584778,0.552114,0.250287
1982,7.408063,3.956894,0.572573,5.166173,0.588176,0.564116,0.255312
1983,7.414517,4.108639,0.595410,5.115674,0.573718,0.594463,0.245816
1984,7.465512,4.354952,0.650251,5.364628,0.588761,0.622450,0.258581
1985,7.789581,4.597924,0.666652,5.362211,0.604809,0.670804,0.266190
1986,7.802544,4.781168,0.690667,5.361864,0.617922,0.713667,0.265984
1987,7.824351,5.004903,0.690760,5.562941,0.650761,0.729572,0.283266
1988,7.863658,5.419524,0.725999,5.812422,0.673908,0.777182,0.289721
1989,7.829326,5.590714,0.699172,5.919075,0.678739,0.821787,0.306557
1990,8.033285,5.768071,0.659290,5.898473,0.695368,0.845308,0.307320
1991,7.736573,6.006437,0.688946,5.845792,0.701954,0.932506,0.309425
1992,7.095042,6.238993,0.668599,5.972450,0.712408,1.020157,0.316438
1993,6.806861,6.486570,0.708730,6.077360,0.748229,1.104871,0.320687
1994,6.447174,6.776301,0.719454,6.196399,0.770896,1.146527,0.325822
1995,6.426199,7.140051,0.771871,6.251386,0.807948,1.103800,0.337389
1996,6.473226,7.454534,0.783321,6.470374,0.840546,1.120661,0.345776
1997,6.268285,7.588901,0.812595,6.583015,0.886610,1.101665,0.355810
1998,6.242860,7.277012,0.837833,6.655788,0.938079,1.145379,0.368177
1999,6.159451,7.644816,0.830400,6.745561,0.961734,1.238009,0.379496
2000,6.158771,7.939630,0.886392,6.979830,0.955284,1.363421,0.386730
2001,6.286354,8.085398,0.883989,6.882137,0.971617,1.383399,0.396316
2002,6.254078,8.613880,0.892548,6.929356,0.991292,1.401395,0.401256
2003,6.398660,9.504541,0.967159,7.035579,1.009566,1.492859,0.411258
2004,6.431072,10.062971,1.036626,7.137110,1.016150,1.623910,0.424484
2005,6.421126,10.841542,1.057350,7.176957,1.057275,1.688183,0.429502
2006,6.520091,11.565791,1.090134,7.102908,1.077914,1.805617,0.435664
2007,6.476671,12.280654,1.132276,7.209309,1.110817,1.802438,0.442220
2008,6.402666,12.882225,1.181164,6.989150,1.178851,1.942684,0.447544
2009,5.889052,13.342880,1.171769,6.503507,1.161559,2.030839,0.447564
2010,6.118725,14.411795,1.214738,6.702480,1.259332,2.129595,0.446897
2011,6.044580,15.572502,1.251295,6.598639,1.281135,2.184927,0.444991
2012,5.994341,16.129149,1.259526,6.415891,1.320610,2.342815,0.449031
2013,5.835885,16.429336,1.268881,6.549652,1.386906,2.297088,0.440399
2014,5.604730,16.662785,1.350078,6.583411,1.408870,2.412376,0.437819
2015,5.605937,16.690501,1.323748,6.430986,1.380216,2.522869,0.445915
2016,5.598924,16.780690,1.363444,6.292664,1.333369,2.530027,0.454294
2017,5.630619,17.204827,1.379479,6.248731,1.302174,2.641287,0.459114
2018,5.603844,17.819186,1.366400,6.436902,1.242282,2.626050,0.461152
2019,5.426624,18.275268,1.467477,6.316669,1.257373,2.627109,0.462480
2020,5.010946,18.072385,1.385877,5.642818,1.144004,2.625686,0.443861
2021,5.306228,18.970903,1.450782,5.960748,1.252163,2.726588,0.434682
