"Year","Europe","Asia","Africa","North America","South America","Middle East","Oceania"
1959,6.188134,0.815035,0.532796,13.602124,1.329334,0.943319,7.043538
1960,6.541325,0.892115,0.551067,13.686208,1.282800,1.170924,7.319417
1961,6.712870,0.788382,0.556711,13.398366,1.273785,1.192104,7.353036
1962,7.015352,0.733782,0.557937,13.645790,1.345835,1.340125,7.448744
1963,7.389285,0.753616,0.577182,13.971442,1.299813,1.471946,7.792133
1964,7.688464,0.769802,0.618238,14.422358,1.351274,1.674669,8.274224
1965,7.848144,0.814149,0.665187,14.779556,1.362771,1.941810,8.933266
1966,8.054899,0.860090,0.671310,15.273690,1.383934,2.171226,8.752987
1967,8.170889,0.851760,0.701752,15.689360,1.442175,2.177668,9.135317
1968,8.492442,0.913829,0.742549,16.074137,1.504268,2.434460,9.323350
1969,8.898107,1.012930,0.781305,16.606615,1.596645,2.680757,9.649320
1970,9.275904,1.180519,0.829144,17.622842,1.716990,2.766515,9.796616
1971,9.566432,1.252536,0.885874,17.505039,1.732459,3.147973,9.884248
1972,9.848455,1.295025,0.915272,18.098467,1.774518,3.297737,9.956367
1973,10.225075,1.337488,0.957717,18.628553,1.896537,3.802202,10.699501
1974,10.191394,1.329299,0.957827,17.869787,1.943954,3.822667,10.649434
1975,10.191785,1.379663,0.928968,17.191052,1.895271,3.634530,10.648828
1976,10.688423,1.419038,0.979871,17.935292,1.940569,4.116271,10.471685
1977,10.716050,1.485484,0.982399,18.212534,1.943319,4.190613,11.134379
1978,11.002703,1.533162,1.019590,18.232012,1.987405,4.090570,11.603577
1979,11.212692,1.562716,1.068667,18.316450,2.069805,4.222670,11.574418
1980,11.167463,1.537724,1.114392,17.499955,2.069403,3.985820,12.304474
1981,10.715370,1.499519,1.108643,16.888504,1.943225,3.833972,12.557919
1982,10.586927,1.523788,1.121812,15.953982,1.913599,3.783980,12.617370
1983,10.553861,1.552017,1.133705,15.601842,1.827495,3.862769,11.976836
1984,10.584351,1.614377,1.204097,16.162567,1.836554,3.916280,12.436297
1985,11.001258,1.672382,1.200102,15.962689,1.848254,4.090820,12.640286
1986,10.974945,1.705912,1.208550,15.774213,1.850656,4.220059,12.463866
1987,10.957992,1.751285,1.174938,16.175848,1.910763,4.183846,13.086773
1988,10.967138,1.860253,1.201314,16.699675,1.940418,4.327809,13.189008
1989,10.878708,1.883266,1.125902,16.791994,1.917107,4.445943,13.751836
1990,11.125031,1.907101,1.033415,16.498151,1.927430,4.451195,13.572361
1991,10.682839,1.951518,1.052068,16.104575,1.910507,4.776791,13.462991
1992,9.774500,1.994669,0.995331,16.204023,1.905025,5.083483,13.605888
1993,9.362047,2.041547,1.028728,16.242745,1.966628,5.383164,13.645970
1994,8.859554,2.100521,1.018651,16.322149,1.992271,5.469736,13.716716
1995,8.827643,2.181055,1.065948,16.238135,2.053816,5.151577,14.037504
1996,8.890169,2.245053,1.054923,16.581047,2.102611,5.119453,14.211294
1997,8.607182,2.254220,1.067819,16.643791,2.183287,4.926329,14.455854
1998,8.573506,2.132692,1.074617,16.605860,2.274924,5.013568,14.799739
1999,8.462792,2.211264,1.039513,16.615560,2.297910,5.305625,15.096546
2000,8.463204,2.266988,1.082715,16.981820,2.250051,5.721062,15.217187
2001,8.639413,2.279160,1.053403,16.546375,2.257263,5.684109,15.411787
2002,8.594151,2.397656,1.037474,16.472872,2.272751,5.651840,15.410499
2003,8.786767,2.613345,1.096512,16.545679,2.285668,5.912868,15.596899
2004,8.822130,2.734414,1.146139,16.603012,2.272772,6.304604,15.904102
2005,8.798781,2.912373,1.139934,16.515305,2.336818,6.412924,15.894478
2006,8.923093,3.072436,1.145844,16.171100,2.355080,6.696696,15.901079
2007,8.844879,3.227068,1.160015,16.238221,2.399886,6.521023,15.885899
2008,8.721423,3.349006,1.179285,15.577813,2.519310,6.856200,15.800412
2009,8.003670,3.431445,1.140078,14.349627,2.456038,6.996039,15.534475
2010,8.300131,3.666363,1.151613,14.642514,2.634961,7.174955,15.281502
2011,8.184833,3.919199,1.156207,14.270014,2.652743,7.213437,15.008297
2012,8.102244,4.016040,1.134354,13.733779,2.706269,7.581703,14.926428
2013,7.876202,4.048470,1.113335,13.882509,2.813467,7.283704,14.421296
2014,7.553950,4.065204,1.154095,13.823250,2.829631,7.489981,14.126977
2015,7.544376,4.033386,1.102562,13.382506,2.744798,7.671883,14.179078
2016,7.522591,4.017638,1.107051,12.977110,2.626068,7.550079,14.227641
2017,7.553610,4.081283,1.092389,12.772147,2.540672,7.753317,14.156277
2018,7.508443,4.190790,1.055357,13.049951,2.401875,7.586560,13.999144
2019,7.262832,4.264299,1.105735,12.709866,2.410210,7.471083,13.818528
2020,6.706116,4.186327,1.018940,11.288098,2.175890,7.378967,13.086691
2021,7.111244,4.367421,1.041401,11.875895,2.365609,7.583326,12.682045
