"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,22.631530,38.354881,22.622064,8.106376,2.903589,0.945097
2001,21.964738,38.292654,21.623689,8.213268,2.223506,0.968154
2002,21.954435,38.312687,22.324004,8.279556,2.712774,1.088797
2003,22.372334,38.893257,21.678842,8.054253,2.818617,1.151100
2004,22.517936,40.312321,21.766599,8.262779,2.723728,1.247814
2005,22.849045,40.370682,21.426947,8.142365,2.746414,1.341028
2006,22.498857,39.855273,21.116800,8.145293,2.924958,1.572046
2007,22.801859,39.606320,22.468979,8.291867,2.474051,1.786555
2008,22.438997,36.985303,22.640082,8.238155,2.539713,2.217605
2009,19.736555,35.054081,22.234612,8.112621,2.729929,2.512111
2010,20.881950,35.608420,23.334964,8.144742,2.570710,2.885928
2011,19.703057,34.900404,23.695589,7.926912,3.139192,3.248680
2012,17.418257,34.101316,24.772420,7.670751,2.704942,3.504625
2013,18.080177,34.659191,25.452822,7.819635,2.615255,3.992820
2014,18.039082,34.895757,26.001376,7.853094,2.494272,4.302805
2015,15.584680,35.606588,26.768862,7.806465,2.389289,4.533438
2016,14.258668,35.861674,26.967562,7.843175,2.541979,5.130288
2017,13.869334,36.207991,26.639721,7.789835,2.843597,5.598032
2018,13.282051,37.079030,29.581740,7.764820,2.757516,5.879746
2019,11.341655,37.022156,30.624902,7.758474,2.708946,6.201846
2020,9.202254,32.516631,29.948490,7.543456,2.673588,6.651187
2021,10.571573,35.326948,29.761828,7.404259,2.427450,7.479601
