"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,11.858166,26.726289,12.919828,8.786527,3.792103,0.647067
2001,11.827849,27.095818,13.367810,9.023432,3.973391,0.733679
2002,11.892855,26.908698,13.463924,9.100862,3.324930,0.903758
2003,12.298960,27.012611,14.190977,9.091105,3.201254,1.067332
2004,12.082895,27.173205,14.573025,9.246696,3.378255,1.342027
2005,11.686420,27.253834,15.072811,9.067229,3.168985,1.601354
2006,12.004058,27.268695,15.025258,8.991803,3.185883,1.887229
2007,12.120215,26.678911,14.778115,8.522822,3.145861,2.281858
2008,11.230331,26.413622,15.073476,8.593675,3.310380,2.639340
2009,9.957648,24.905153,14.159785,7.960940,3.319113,2.975579
2010,10.448097,24.674304,15.221153,8.190618,3.725768,3.446745
2011,10.746922,23.931595,14.005581,7.986361,3.050196,4.046073
2012,10.697878,22.956347,13.758299,7.693255,3.263991,4.707030
2013,10.498225,22.379317,13.482232,7.593163,3.598002,5.046307
2014,9.997665,21.925944,11.929602,7.606818,3.597956,5.330281
2015,9.976524,22.284046,12.481686,7.321806,3.235691,5.862466
2016,9.579986,22.704678,13.253823,7.104224,3.303671,5.898864
2017,9.251007,23.085158,13.854294,6.984231,2.790758,6.451106
2018,9.044235,23.128463,13.597522,6.966180,3.262477,6.632197
2019,7.296940,23.070299,14.090405,6.970866,3.016212,7.185268
2020,5.969081,20.127949,13.675545,6.203434,3.245197,7.714169
2021,6.736409,21.215099,14.261160,6.618365,3.243801,7.914686
