"Year","Coal","Oil","Gas","Cement","Flaring"
2000,9.203118,10.302091,4.731291,0.721927,0.278928
2001,9.255257,10.390669,4.773585,0.754332,0.281128
2002,9.678959,10.385864,4.905854,0.796052,0.298554
2003,10.518464,10.679654,5.081468,0.852253,0.299376
2004,10.871584,11.042505,5.257190,0.910566,0.323803
2005,11.543335,11.139399,5.380666,0.964306,0.345094
2006,12.188840,11.246322,5.506809,1.051669,0.346860
2007,12.776360,11.283665,5.694134,1.129389,0.363985
2008,13.192797,11.251325,5.864291,1.143738,0.374074
2009,13.016428,10.996949,5.751954,1.175730,0.379402
2010,13.926621,11.359883,6.195344,1.254878,0.381650
2011,14.737126,11.388086,6.366902,1.349800,0.370280
2012,14.922759,11.541707,6.500594,1.384571,0.380351
2013,15.024486,11.626446,6.542527,1.444086,0.387535
2014,15.051513,11.678782,6.654555,1.499912,0.387902
2015,14.710087,11.929666,6.788074,1.444436,0.383534
2016,14.360605,12.023833,6.973649,1.487617,0.378385
2017,14.506974,12.242628,7.144928,1.507923,0.391992
2018,14.746831,12.266016,7.529847,1.569218,0.412116
2019,14.725978,12.345653,7.647528,1.617507,0.439254
2020,14.174564,11.191809,7.556290,1.637538,0.407584
2021,14.979598,11.837159,7.921829,1.672592,0.416526
