"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,0.906587,0.438208,0.455317,0.022603,0.003408,-0.012949
1991,1.352205,0.437742,0.917914,0.023525,0.003078,-0.030054
1992,1.296576,0.437937,0.860816,0.023191,0.002585,-0.027952
1993,0.961342,0.430268,0.520023,0.023680,0.002563,-0.015192
1994,1.295907,0.424507,0.874036,0.023071,0.002554,-0.028261
1995,1.493833,0.448596,1.052796,0.024213,0.003252,-0.035023
1996,1.470661,0.442843,1.034767,0.024429,0.002967,-0.034345
1997,1.261411,0.448571,0.810040,0.025281,0.003469,-0.025950
1998,1.211470,0.460824,0.744303,0.025468,0.004322,-0.023447
1999,1.457833,0.465508,0.994288,0.026005,0.004837,-0.032805
2000,1.390913,0.469598,0.920508,0.025018,0.005770,-0.029981
2001,1.657541,0.469679,1.195458,0.025164,0.007230,-0.039990
2002,1.776489,0.477136,1.310484,0.024801,0.008419,-0.044352
2003,1.594216,0.495094,1.101133,0.024625,0.009943,-0.036579
2004,1.764655,0.500687,1.270141,0.025427,0.011302,-0.042902
2005,1.795684,0.501365,1.301920,0.024404,0.012051,-0.044057
2006,1.890159,0.496075,1.409358,0.019764,0.012966,-0.048004
2007,1.362166,0.489794,0.867308,0.019394,0.013300,-0.027629
2008,1.717096,0.478132,1.249081,0.018096,0.013839,-0.042052
2009,1.705748,0.424032,1.294240,0.017183,0.013876,-0.043582
2010,1.802293,0.434573,1.383474,0.016631,0.014616,-0.047002
2011,1.607814,0.423282,1.193662,0.015861,0.015118,-0.040110
2012,1.382843,0.402619,0.980686,0.016347,0.015151,-0.031960
2013,1.683052,0.368339,1.329080,0.015568,0.015420,-0.045356
2014,1.675930,0.348011,1.342924,0.015093,0.015703,-0.045800
2015,1.729260,0.359658,1.388094,0.015091,0.013862,-0.047445
2016,1.737945,0.356287,1.400406,0.015646,0.013458,-0.047851
2017,1.373559,0.350865,1.028437,0.015098,0.012731,-0.033572
2018,1.849675,0.347138,1.526935,0.015070,0.013022,-0.052490
2019,1.800454,0.337659,1.486995,0.014828,0.012051,-0.051078
2020,1.569600,0.300706,1.287177,0.015277,0.010221,-0.043782
2021,1.630084,0.334095,1.315531,0.015210,0.009542,-0.044294
2022,1.637412,0.336796,1.322655,0.013558,0.009187,-0.044784
2023,1.949183,0.309321,1.674721,0.014268,0.008438,-0.057565
2024,2.107891,0.298490,1.852344,0.013789,0.007336,-0.064068
