"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2001,-18.654922,-18.301215,-85.501717,-110.216878,-109.867051,-108.764769,-92.671778,-85.560917,-86.970898,-49.620004,-33.617129,-26.252842,-27.360795,-28.076634,-25.415771,-24.808850,-25.408955,-32.439568,-32.444448,-32.600676,-32.908528,-31.055220,-31.055220
2002,,-20.385434,-95.779704,-114.369058,-114.010750,-113.013343,-95.683405,-93.594182,-92.865976,-54.918727,-38.585657,-31.295049,-31.873917,-32.812641,-30.296737,-29.664088,-30.275945,-36.554084,-36.527110,-36.683195,-36.941913,-35.164971,-35.164971
2003,,,-81.899962,-111.412520,-112.248155,-126.391340,-126.869623,-84.979772,-83.690102,-47.489867,-31.183991,-23.437514,-25.298947,-26.424421,-22.993982,-22.327420,-22.978424,-28.974213,-28.960481,-29.133516,-29.384281,-27.600208,-27.600208
2004,,,,-105.920208,-104.844415,-112.619841,-91.878487,-88.990404,-88.013405,-51.033241,-36.688874,-29.114294,-30.171904,-31.580997,-28.501300,-27.810033,-28.484524,-35.048978,-35.012957,-35.185852,-35.422875,-33.655735,-33.655735
2005,,,,,-110.176239,-113.502154,-95.374013,-92.005981,-90.584826,-53.655136,-38.514812,-29.989383,-31.141820,-32.578058,-29.350726,-28.481971,-29.349659,-36.042739,-35.995039,-36.171159,-36.453296,-34.440100,-34.440100
2006,,,,,,-112.361487,-90.136258,-92.443095,-96.998225,-55.036543,-39.378587,-30.577186,-31.462522,-33.318696,-30.119759,-29.263161,-30.132794,-36.904300,-36.848426,-36.865920,-37.185875,-35.060742,-35.060742
2007,,,,,,,-71.126535,-52.484740,-73.527010,-35.747635,-18.565036,-7.718863,-9.877924,-11.764222,-8.596260,-7.731225,-8.597957,-15.552008,-15.485504,-15.366462,-15.747348,-13.553713,-13.553713
2008,,,,,,,,-87.349383,-92.878695,-52.239280,-36.967661,-26.396762,-27.518496,-29.384987,-26.162452,-25.324934,-26.172383,-32.535910,-32.498378,-32.261628,-33.082771,-30.940990,-30.940990
2009,,,,,,,,,-94.731453,-56.021661,-40.290008,-28.384922,-29.773885,-30.706384,-27.584822,-26.749294,-28.451541,-36.739126,-36.742933,-36.427023,-36.587821,-34.095223,-34.095223
2010,,,,,,,,,,-56.658647,-43.559814,-31.566990,-34.680595,-35.353736,-32.598183,-31.639072,-35.443216,-42.713085,-42.702389,-42.315698,-42.458957,-40.281993,-40.281993
2011,,,,,,,,,,,-30.844791,-19.794037,-29.178065,-26.769771,-27.237914,-26.292215,-30.112854,-34.901061,-34.978076,-34.544795,-35.420631,-33.431426,-33.431426
2012,,,,,,,,,,,,-19.864174,-22.237024,-19.983525,-20.691275,-19.734861,-23.551336,-26.571505,-26.641170,-26.235569,-26.739622,-24.917532,-24.917532
2013,,,,,,,,,,,,,-34.317586,-31.739061,-34.591204,-33.678608,-37.471429,-40.451004,-40.561176,-40.116056,-41.706073,-40.064113,-40.064113
2014,,,,,,,,,,,,,,-27.692894,-35.258077,-34.355066,-38.132325,-41.709797,-41.663824,-41.169808,-42.542282,-40.734195,-40.734195
2015,,,,,,,,,,,,,,,-37.062896,-36.173092,-40.226238,-44.204226,-44.274068,-43.684464,-44.551378,-42.418085,-42.310873
2016,,,,,,,,,,,,,,,,-31.078363,-37.370141,-40.959813,-41.400640,-40.972876,-43.887637,-41.516798,-44.566591
2017,,,,,,,,,,,,,,,,,-20.348563,-23.229348,-22.410930,-21.950513,-25.484912,-22.078959,-28.030566
2018,,,,,,,,,,,,,,,,,,-36.909405,-36.608175,-36.135044,-45.740814,-42.414636,-50.084078
2019,,,,,,,,,,,,,,,,,,,-42.235238,-41.377026,-42.473199,-38.260879,-48.194218
2020,,,,,,,,,,,,,,,,,,,,-33.088624,-33.381057,-28.204835,-40.476587
2021,,,,,,,,,,,,,,,,,,,,,-28.923751,-25.895217,-39.264769
2022,,,,,,,,,,,,,,,,,,,,,,-22.107986,-40.278954
2023,,,,,,,,,,,,,,,,,,,,,,,-54.391088
