"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,1.971000,0.323000,3.199200,11.179000
1962,1.934000,0.350000,3.523400,11.069000
1963,2.016000,0.704000,3.852800,12.162000
1964,2.108000,0.648000,4.091600,10.626000
1965,2.045000,0.748000,4.416000,11.176000
1966,1.869000,0.815000,5.048000,11.932000
1967,2.145000,0.985000,5.702000,12.157000
1968,2.566000,1.155000,6.104000,12.221000
1969,2.500000,1.305000,6.922000,11.117000
1970,2.411000,1.460000,7.098000,11.667000
1971,2.555000,1.730000,6.576000,9.870000
1972,2.288000,2.350000,7.446000,9.084000
1973,2.700000,2.700000,7.364000,9.065000
1974,2.143000,1.760000,8.400000,6.809000
1975,1.687000,2.133000,6.992000,6.621000
1976,2.006000,2.270000,8.998000,6.091000
1977,2.266000,2.330000,8.576000,7.109000
1978,2.045000,2.200000,9.232000,6.918000
1979,2.345000,2.090000,9.513600,7.946000
1980,2.721000,2.100000,9.868000,8.989000
1981,2.600000,2.200000,9.710000,9.037000
1982,2.330000,2.056000,9.006000,8.650000
1983,2.025000,1.913000,8.518000,8.308000
1984,2.234000,1.896000,9.444000,9.162000
1985,2.599000,1.930000,9.174000,9.382000
1986,1.919000,2.013000,9.262000,9.557000
1987,1.905000,2.340000,9.764000,9.024000
1988,2.095000,3.740000,11.024000,9.037000
1989,1.998000,3.715000,11.280000,8.780000
1990,1.950000,3.735000,11.464000,7.972000
1991,1.850000,3.730000,11.590000,8.327000
1992,1.823000,2.942000,12.080000,8.357000
1993,1.700000,2.920000,12.038000,8.818000
1994,1.808000,2.851000,13.410000,9.465000
1995,1.850000,3.683000,13.620000,9.736000
1996,1.650000,3.407000,13.908000,9.121000
1997,1.751000,3.864000,16.064000,13.243000
1998,1.600000,4.820000,16.507800,13.258000
1999,1.630000,4.780000,17.136000,14.448000
2000,1.630000,4.975000,18.258634,12.836000
2001,1.600000,4.988000,17.852000,12.181000
2002,1.605000,5.120000,18.634522,10.515000
2003,1.590000,4.861000,18.982000,10.742000
2004,1.580000,5.196000,19.334000,11.321316
2005,1.590000,5.071000,19.998742,12.469392
2006,1.748000,5.270000,20.016720,11.795753
2007,1.700000,5.231000,20.224062,12.568113
2008,1.384000,4.736000,18.934038,13.342678
2009,1.220000,3.837000,16.808340,12.068080
2010,1.200000,4.126000,18.173510,14.076228
2011,1.250000,4.046000,18.260512,12.647100
2012,1.370000,3.598000,17.175190,13.015500
2013,1.360000,3.286559,17.304284,13.021144
2014,1.430000,3.381270,17.296920,13.084500
2015,1.470000,3.438500,17.680700,13.077800
2016,1.500000,3.810000,17.776000,13.057500
2017,1.520000,3.777975,18.142966,13.051800
2018,1.554200,4.452066,18.161984,13.045600
2019,1.074412,4.387935,16.529524,18.366548
2020,0.900000,3.845000,15.789522,15.841077
2021,0.900000,3.863246,17.603692,15.841077
2022,0.900000,3.863246,16.138650,15.841077
2023,0.900000,4.042016,14.992000,13.317449
