"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,0.323000,0.018500,0.022200,0.323000,0.018500,0.022200
1962,0.355000,0.022600,0.026700,0.350000,0.022600,0.026700
1963,0.709000,0.033400,0.025800,0.704000,0.033400,0.025800
1964,0.648000,0.023800,0.042700,0.648000,0.023800,0.042700
1965,0.748000,0.017800,0.169700,0.748000,0.017800,0.169700
1966,0.815000,0.030000,0.202140,0.815000,0.030004,0.202135
1967,0.985000,0.041270,0.214570,0.985000,0.041268,0.214570
1968,1.155000,0.044780,0.238150,1.155000,0.044784,0.238154
1969,1.305000,0.055430,0.266470,1.305000,0.055433,0.266465
1970,1.460000,0.076410,0.174520,1.460000,0.076413,0.174524
1971,1.730000,0.074740,0.180230,1.730000,0.074739,0.181033
1972,2.350000,0.222830,0.202150,2.350000,0.222829,0.202948
1973,2.700000,0.303420,0.170010,2.700000,0.303418,0.170806
1974,1.760000,0.472480,0.145030,1.760000,0.531484,0.145829
1975,2.133000,0.183700,0.147410,2.133000,0.242696,0.148208
1976,2.270000,0.384100,0.139680,2.270000,0.443100,0.140479
1977,2.330000,0.334200,0.145200,2.330000,0.334200,0.145200
1978,2.200000,0.298500,0.179400,2.200000,0.298500,0.179400
1979,2.090000,0.550700,0.199500,2.090000,0.550700,0.199500
1980,2.100000,0.709500,0.143800,2.100000,0.709500,0.143800
1981,2.200000,0.619500,0.159800,2.200000,0.619500,0.159800
1982,2.056000,0.479800,0.130200,2.056000,0.479800,0.130200
1983,1.913000,0.492000,0.161000,1.913000,0.492000,0.161000
1984,1.896000,0.509000,0.182000,1.896000,0.509000,0.182000
1985,1.930000,0.588000,0.193000,1.930000,0.588000,0.193000
1986,2.013000,0.559000,0.207000,2.013000,0.559000,0.207000
1987,2.340000,0.642000,0.248000,2.340000,0.642000,0.248000
1988,3.740000,0.585000,0.307000,3.740000,0.585000,0.307000
1989,3.715000,0.737000,0.421000,3.715000,0.737000,0.421000
1990,3.735000,0.785000,0.360000,3.735000,0.785000,0.360000
1991,3.730000,0.766000,0.354000,3.730000,0.766000,0.354000
1992,2.942000,0.908830,0.361990,2.942000,0.908833,0.361989
1993,2.920000,0.802480,0.564000,2.920000,0.802483,0.564000
1994,2.851000,0.832000,0.656000,2.851000,0.832000,0.656000
1995,3.683000,0.976000,0.587000,3.683000,0.976000,0.587000
1996,3.407000,0.963000,0.640000,3.407000,0.963000,0.640000
1997,3.864000,1.254000,0.857000,3.864000,1.254000,0.857000
1998,4.820000,1.357000,0.824000,4.820000,1.357000,0.824000
1999,4.780000,1.272000,0.853000,4.780000,1.272000,0.853000
2000,4.975000,1.530000,1.093000,4.975000,1.530000,1.093000
2001,4.988000,1.599000,0.966000,4.988000,1.599000,0.966000
2002,5.120000,1.938650,1.377250,5.120000,1.938647,1.377254
2003,4.861000,1.843810,0.968000,4.861000,1.843813,0.968000
2004,5.196000,1.974180,1.101840,5.196000,1.974181,1.101836
2005,5.071000,1.910180,0.842350,5.071000,1.910178,0.842347
2006,5.270000,1.811070,1.092880,5.270000,1.811067,1.092878
2007,5.231000,2.556000,1.445890,5.231000,2.556000,1.445889
2008,4.736000,2.036000,0.959320,4.736000,2.036000,0.959318
2009,3.837000,1.733000,0.767460,3.837000,1.733000,0.767455
2010,4.126000,2.237000,1.043000,4.126000,2.237000,1.043000
2011,4.046000,2.173080,1.067820,4.046000,2.173080,1.067821
2012,3.598000,2.049590,1.000970,3.598000,2.049589,1.000969
2013,3.286560,2.242450,0.960770,3.286559,2.242452,0.960769
2014,3.381270,2.611860,0.852730,3.381270,2.611863,0.852728
2015,3.438500,2.561500,0.870050,3.438500,2.561496,0.870050
2016,3.810000,2.450190,0.840260,3.810000,2.450193,0.840256
2017,3.777980,2.742440,1.130540,3.777975,2.742438,1.130544
2018,4.452070,2.850740,1.115490,4.452066,2.850738,1.115490
2019,4.387940,3.021700,0.974630,4.387935,3.021695,0.974631
2020,3.845000,2.332510,1.061320,3.845000,2.332505,1.061316
2021,3.863250,2.732960,1.303560,3.863246,2.732956,1.303563
2022,3.863250,3.230230,1.245230,3.863246,3.230232,1.245228
2023,4.042020,2.806000,0.968570,4.042016,2.805998,0.968568
