"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,412.012031,137.667273,92.150778,102.190524,78.867797,1.135658,,
1991,412.272916,132.035174,89.471251,104.816359,84.651133,1.298999,,
1992,411.908796,131.251642,89.483422,109.985192,79.798433,1.390108,,
1993,406.955209,125.409742,88.035338,111.652419,80.285181,1.572529,,
1994,402.386505,127.866267,89.822044,111.516836,71.597768,1.583590,,
1995,425.367355,140.675655,90.203861,114.215518,78.713193,1.559128,,
1996,422.510615,135.331573,89.332295,115.950845,80.616854,1.279048,,
1997,428.238445,137.715677,93.414464,117.888715,77.889316,1.330273,,
1998,440.946369,138.955786,96.853350,122.307347,81.703439,1.126448,,
1999,446.530524,133.547151,101.831985,123.872745,86.078734,1.199908,,
2000,448.483711,144.963234,96.245304,123.954080,82.444237,0.876856,,
2001,447.838655,143.470274,91.622943,125.715209,86.651200,0.379029,,
2002,454.881326,154.480415,89.478542,128.113306,82.473224,0.335839,,
2003,472.199024,159.572490,95.663424,128.253341,87.989738,0.720031,,
2004,476.982251,161.414976,94.527816,129.944688,89.895186,1.199586,,
2005,477.766609,159.921929,92.299326,128.364190,95.866849,1.314315,,
2006,472.720970,162.173606,89.145163,129.596687,90.727856,1.077658,,
2007,466.972822,159.138156,91.277834,129.631143,85.940754,0.984934,,
2008,458.047392,156.056729,86.801222,122.799380,91.576081,0.813980,,
2009,409.245092,134.074570,64.570133,117.262539,92.404085,0.933765,,
2010,420.216764,137.478226,70.047620,115.901747,96.100820,0.688351,,
2011,407.233533,133.372655,70.899321,114.894474,87.524654,0.542429,,
2012,390.626627,128.318607,66.492067,107.511086,87.944289,0.360578,,
2013,358.285820,109.142510,56.756910,104.413727,87.350862,0.621811,,
2014,338.543884,100.504027,52.573386,109.256536,75.613094,0.596841,,
2015,351.278032,106.063990,55.569104,106.678323,82.490072,0.476543,,
2016,348.467992,104.690948,54.346834,105.588495,83.310404,0.531311,,
2017,343.060709,104.819866,53.110918,101.506492,83.285128,0.338305,,
2018,339.025729,95.838743,54.213390,105.100242,83.522978,0.350376,,
2019,329.400119,91.704518,49.957880,106.295274,80.976755,0.465692,,
2020,293.844027,81.645989,45.839268,86.522658,79.195625,0.640486,,
2021,326.470139,86.440167,54.568905,102.867299,82.270096,0.323672,,
2022,332.010375,94.883551,54.741512,108.953642,72.908549,0.523120,,
2023,304.271656,75.513787,50.488912,108.993829,68.903049,0.372079,,
