"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
1990,,1.763481,1.817944,1.985381,1.979464,1.981626,1.987566,1.979228,2.072591,2.080721,2.083852,2.084113,2.158650,2.181231,2.169669,1.929435,1.930517,1.929900,1.973249,1.975599,1.963405,1.963245,1.964897,1.964843
1991,,1.795449,1.854038,2.047480,2.041546,2.044117,2.050228,2.041313,2.136108,2.143654,2.146217,2.146588,2.212337,2.233187,2.222719,1.964745,1.966593,1.965062,2.008130,2.010782,1.999307,1.999095,2.000989,2.001360
1992,,1.716726,1.798250,2.018056,2.011578,2.014762,2.020818,2.006219,2.069040,2.076298,2.079181,2.079501,2.137282,2.156133,2.065818,1.958646,1.959705,1.959082,2.000932,2.003459,1.991049,1.990832,1.992968,1.993923
1993,,1.698154,1.803775,2.032600,2.025821,2.028620,2.035136,2.017634,2.059641,2.066949,2.069415,2.069723,2.121855,2.141249,2.031576,1.971332,1.972352,1.971341,2.013130,2.015584,2.003142,2.002897,2.005274,2.006717
1994,,1.723892,1.808426,2.063973,2.057696,2.060276,2.064032,2.046013,2.078123,2.085558,2.088033,2.088170,2.137915,2.156813,2.050745,1.987440,1.989280,1.988344,2.028574,2.031457,2.018517,2.018268,2.021129,2.022937
1995,,1.745385,1.822199,2.105832,2.098013,2.100853,2.102740,2.085162,2.101527,2.109055,2.111223,2.111540,2.160901,2.181278,2.087971,2.012430,2.014436,2.013034,2.053879,2.056683,2.036913,2.036656,2.039195,2.040688
1996,,1.736484,1.818554,2.110594,2.100781,2.103674,2.103662,2.089623,2.130067,2.139584,2.142737,2.143088,2.189757,2.211755,2.129755,2.032244,2.034431,2.032674,2.074192,2.076996,2.059166,2.058906,2.061485,2.062843
1997,,1.738141,1.828437,2.129119,2.116762,2.119796,2.118712,2.107512,2.157816,2.166124,2.168243,2.168580,2.213785,2.235596,2.131708,2.053549,2.055490,2.054557,2.096287,2.098931,2.079075,2.078816,2.081798,2.082770
1998,,1.711939,1.821041,2.110812,2.102392,2.105826,2.104952,2.096354,2.154770,2.161934,2.164652,2.165001,2.194235,2.217988,2.110743,2.034140,2.035821,2.035218,2.077730,2.080363,2.062351,2.062089,2.064668,2.065879
1999,,1.688515,1.829694,2.117552,2.106169,2.109859,2.105441,2.100025,2.164931,2.172836,2.175278,2.175620,2.192927,2.214869,2.115462,2.032720,2.034316,2.034161,2.077512,2.080164,2.062918,2.062629,2.065652,2.067090
2000,,1.687857,1.807796,2.113498,2.108590,2.109087,2.104604,2.093469,2.173750,2.180925,2.183035,2.183338,2.201363,2.220592,2.122694,2.029463,2.030608,2.030645,2.073913,2.076535,2.060939,2.060657,2.063801,2.065474
2001,1.734289,1.681653,1.766183,2.066274,2.060753,2.044329,2.043923,2.025102,2.119392,2.128205,2.128381,2.128671,2.199720,2.214655,2.139308,2.033389,2.035196,2.034746,2.088224,2.090137,2.076939,2.078171,2.080903,2.076834
2002,,1.634191,1.705798,1.995470,1.986343,1.992193,1.992337,1.963353,2.075045,2.088241,2.083840,2.084131,2.133118,2.133819,2.080084,1.967364,1.969140,1.969602,2.021113,2.022956,2.009890,2.012409,2.014865,2.010009
2003,,,1.646300,1.966656,1.953530,1.956476,1.956115,1.919728,2.029747,2.042682,2.037485,2.037752,2.091773,2.108936,2.085934,1.974848,1.976702,1.977848,2.030972,2.032937,2.019870,2.023310,2.025522,2.021979
2004,,,,1.914597,1.898875,1.901352,1.897059,1.852736,1.964300,1.977781,1.970724,1.970953,2.025138,2.019045,2.016766,1.909505,1.911166,1.913149,1.943011,1.947297,1.934782,1.938723,1.940913,1.937986
2005,,,,,1.891498,1.885409,1.887834,1.835323,1.951711,1.964507,1.957473,1.957227,2.013490,2.032844,2.039153,1.928242,1.931980,1.933132,1.963929,1.968190,1.953663,1.957343,1.959519,1.956897
2006,,,,,,1.817056,1.811627,1.753996,1.878767,1.891949,1.884660,1.883026,1.945565,1.973774,1.983132,1.873094,1.880442,1.882591,1.906120,1.910766,1.898494,1.901424,1.903422,1.900477
2007,,,,,,,1.819879,1.757980,1.867192,1.882510,1.872031,1.869978,1.935017,1.982420,2.001166,1.899052,1.907255,1.910538,1.935305,1.939972,1.926150,1.928240,1.930182,1.926032
2008,,,,,,,,1.713122,1.814545,1.829891,1.818647,1.816257,1.900005,1.962132,1.985651,1.884680,1.891720,1.893114,1.914535,1.915529,1.904009,1.910927,1.912858,1.908455
2009,,,,,,,,,1.776051,1.821844,1.810143,1.807014,1.881896,1.937426,1.962042,1.885714,1.890112,1.891695,1.911440,1.911977,1.899189,1.902848,1.904671,1.899719
2010,,,,,,,,,,1.788289,1.775724,1.773019,1.865372,1.917690,1.947760,1.870762,1.876756,1.879201,1.893562,1.893634,1.881802,1.888375,1.890417,1.885127
2011,,,,,,,,,,,1.741317,1.701059,1.835190,1.852560,1.878555,1.804927,1.819473,1.822778,1.834486,1.836471,1.835248,1.840961,1.842503,1.832738
2012,,,,,,,,,,,,1.654612,1.820272,1.860853,1.902254,1.828966,1.843261,1.846727,1.856872,1.858660,1.857045,1.860784,1.862069,1.851987
2013,,,,,,,,,,,,,1.762968,1.762976,1.814244,1.761829,1.787291,1.790833,1.798613,1.800351,1.797576,1.803874,1.805125,1.794678
2014,,,,,,,,,,,,,,1.730081,1.768986,1.725264,1.753205,1.756187,1.759813,1.762032,1.759573,1.763247,1.764316,1.753585
2015,,,,,,,,,,,,,,,1.728476,1.725331,1.752020,1.755344,1.762372,1.764489,1.761270,1.763222,1.764170,1.753169
2016,,,,,,,,,,,,,,,,1.714786,1.743064,1.735971,1.751752,1.747251,1.743429,1.742296,1.743154,1.732472
2017,,,,,,,,,,,,,,,,,1.754093,1.746319,1.760949,1.746891,1.742285,1.741251,1.741893,1.730203
2018,,,,,,,,,,,,,,,,,,1.721306,1.738886,1.719278,1.713301,1.712907,1.713415,1.701373
2019,,,,,,,,,,,,,,,,,,,1.718691,1.679298,1.670083,1.667337,1.667637,1.655176
2020,,,,,,,,,,,,,,,,,,,,1.711203,1.696907,1.692931,1.693535,1.680486
2021,,,,,,,,,,,,,,,,,,,,,1.681681,1.679843,1.680159,1.663041
2022,,,,,,,,,,,,,,,,,,,,,,1.632648,1.632711,1.611414
2023,,,,,,,,,,,,,,,,,,,,,,,1.612908,1.581045
2024,,,,,,,,,,,,,,,,,,,,,,,,1.535838
