"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,1.588000,0.240400,0.063600
1962,,,,1.579000,0.254900,0.058700
1963,,,,1.518000,0.212700,0.109900
1964,,,,1.678000,0.202800,0.171900
1965,,,,1.897000,0.213500,0.120900
1966,,,,1.658300,0.279800,0.064400
1967,,,,1.825300,0.311900,0.056000
1968,,,,1.756300,0.300000,0.105700
1969,,,,1.919300,0.309800,0.122100
1970,,,,1.993000,0.375900,0.096400
1971,,,,1.984000,0.358400,0.115100
1972,,,,2.027000,0.329600,0.153400
1973,,,,2.361000,0.261200,0.466400
1974,,,,2.288000,0.260000,0.430300
1975,,,,2.084300,0.284000,0.232800
1976,,,,2.020300,0.323200,0.441600
1977,,,,2.021400,0.426900,0.236300
1978,,,,2.092800,0.417100,0.298100
1979,,,,2.356800,0.385900,0.465200
1980,,,,2.462800,0.424400,0.429300
1981,,,,2.461800,0.454300,0.247400
1982,,,,2.261800,0.546900,0.361100
1983,,,,2.311800,0.520500,0.446900
1984,,,,2.363800,0.490600,0.457800
1985,,,,2.229800,0.635100,0.313900
1986,,,,2.259800,0.787300,0.293400
1987,,,,2.361800,0.858600,0.275000
1988,,,,2.386800,0.682600,0.419700
1989,,,,2.491800,0.492100,0.690200
1990,2.412800,0.437500,0.634100,2.412800,0.437500,0.634100
1991,2.261900,0.422400,0.644200,2.261900,0.422400,0.644200
1992,2.361900,0.447100,0.810600,2.361900,0.447100,0.810600
1993,2.315000,0.524600,0.871900,2.315000,0.524600,0.871900
1994,2.415000,0.777600,0.777900,2.415000,0.777600,0.777900
1995,2.210000,0.683000,0.713000,2.210000,0.683000,0.713000
1996,2.420000,0.799000,0.709000,2.420000,0.799000,0.709000
1997,2.520000,1.028000,0.704000,2.520000,1.028000,0.704000
1998,2.524700,0.971000,0.692000,2.524700,0.971000,0.692000
1999,2.336000,0.839000,0.763000,2.336000,0.839000,0.763000
2000,2.280000,0.945000,0.656270,2.280000,0.945000,0.656270
2001,2.253000,0.985000,0.580590,2.253000,0.985000,0.580590
2002,2.225000,0.931000,0.619000,2.225000,0.931000,0.619000
2003,2.186000,0.813780,0.559000,2.186000,0.813779,0.558995
2004,2.230000,0.876650,0.481220,2.230000,0.876653,0.481224
2005,2.326000,1.042030,0.442080,2.326000,1.042032,0.442081
2006,2.389000,1.035440,0.473000,2.389000,1.035435,0.473004
2007,2.402000,1.172610,0.387400,2.402000,1.172610,0.387401
2008,2.228000,0.935680,0.416340,2.228000,0.935678,0.416341
2009,1.850000,0.910610,0.457630,1.850000,0.910609,0.457633
2010,2.118000,0.947960,0.484530,2.118000,0.947956,0.484528
2011,2.271000,1.002570,0.467810,2.271000,1.002573,0.467806
2012,2.289400,1.063370,0.494050,2.289404,1.063371,0.494052
2013,2.206000,1.055390,0.515580,2.206000,1.055392,0.515575
2014,2.407000,1.009460,0.516950,2.407000,1.009459,0.516945
2015,2.444000,1.019740,0.565520,2.444000,1.019739,0.565522
2016,2.533000,1.019640,0.600380,2.533000,1.019635,0.600377
2017,2.655000,1.035030,0.653560,2.655000,1.035032,0.653562
2018,2.675120,0.960520,0.681070,2.675122,0.960515,0.681066
2019,2.658000,0.994170,0.718690,2.658000,0.994169,0.718688
2020,2.683000,1.043240,0.860390,2.683000,1.043240,0.860385
2021,2.808780,1.107990,0.703130,2.808777,1.107992,0.703129
2022,2.704620,0.864760,0.869900,2.704617,0.864763,0.869901
2023,2.489510,0.791240,0.929410,2.489505,0.791237,0.929406
