"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.821000,0.013400,0.511700
1962,,,,0.806000,0.013700,0.498500
1963,,,,0.895000,0.016900,0.582400
1964,,,,0.970000,0.022100,0.649600
1965,,,,0.998000,0.030800,0.659600
1966,,,,1.065000,0.037700,0.680600
1967,,,,1.120000,0.047100,0.750700
1968,,,,1.246000,0.051300,0.880000
1969,,,,1.374000,0.058200,0.973400
1970,,,,1.417000,0.065900,1.018200
1971,,,,1.369000,0.078600,0.965500
1972,,,,1.327000,0.092700,0.974100
1973,,,,1.403000,0.110400,1.005900
1974,,,,1.445000,0.118400,1.041800
1975,,,,1.294000,0.109400,0.770900
1976,,,,1.257000,0.110000,0.847200
1977,,,,1.186000,0.117300,0.816700
1978,,,,1.240000,0.131400,0.897100
1979,,,,1.400000,0.149700,1.016900
1980,,,,1.373000,0.164800,1.048400
1981,,,,1.373000,0.179500,1.018900
1982,,,,1.305000,0.189000,0.985400
1983,,,,1.368000,0.194200,1.054000
1984,,,,1.562000,0.227300,1.214100
1985,,,,1.604000,0.218100,1.284200
1986,,,,1.573000,0.242600,1.232600
1987,,,,1.590000,0.254700,1.228600
1988,,,,1.670000,0.261400,1.315300
1989,,,,1.789000,0.254500,1.465100
1990,1.819000,0.268200,1.476300,1.819000,0.268200,1.476300
1991,1.784000,0.290100,1.464000,1.784000,0.290100,1.464000
1992,1.683000,0.306950,1.363410,1.683000,0.306950,1.363411
1993,1.958000,0.326900,1.596600,1.958000,0.326898,1.596602
1994,2.148000,0.358100,1.768200,2.148000,0.358100,1.768200
1995,2.261000,0.506000,1.961000,2.261000,0.506000,1.961000
1996,2.096000,0.519000,1.832000,2.096000,0.519000,1.832000
1997,2.129000,0.475900,1.936600,2.129000,0.475900,1.936600
1998,2.260200,0.470000,1.994580,2.260200,0.470000,1.994583
1999,2.241000,0.493000,2.003000,2.241000,0.493000,2.003000
2000,2.300000,0.466000,1.981420,2.300000,0.466000,1.981415
2001,2.220000,0.434000,2.041000,2.220000,0.434000,2.041000
2002,2.114000,0.450000,1.865000,2.114000,0.450000,1.865000
2003,2.186000,0.467460,1.871050,2.186000,0.467462,1.871052
2004,2.294000,0.450100,2.003600,2.294000,0.450100,2.003599
2005,2.223000,0.475740,1.911090,2.223000,0.475739,1.911090
2006,2.109000,0.490740,1.821220,2.109000,0.490740,1.821218
2007,2.010000,0.516360,1.714180,2.010000,0.516362,1.714179
2008,1.900000,0.484480,1.643060,1.900000,0.484480,1.643062
2009,1.577000,0.431810,1.296120,1.577000,0.431814,1.296122
2010,1.695000,0.404510,1.454760,1.695000,0.404505,1.454761
2011,1.496000,0.432750,1.334810,1.496000,0.432752,1.334813
2012,1.209000,0.441430,1.083010,1.209000,0.441431,1.083010
2013,1.079000,0.439850,0.984060,1.079000,0.439850,0.984056
2014,1.023000,0.476720,0.978210,1.023000,0.476719,0.978212
2015,0.979000,0.397360,0.943490,0.979000,0.397364,0.943493
2016,1.099000,0.377830,1.064010,1.099000,0.377828,1.064013
2017,1.097000,0.364020,0.994990,1.097000,0.364016,0.994988
2018,1.134000,0.390220,1.060970,1.134000,0.390215,1.060974
2019,1.155000,0.326030,0.903090,1.155000,0.326027,0.903092
2020,0.933000,0.301880,0.847340,0.933000,0.301880,0.847339
2021,1.010000,0.298400,0.934780,1.010000,0.298402,0.934775
2022,1.036000,0.267800,0.890840,1.036000,0.267795,0.890835
2023,1.025000,0.241450,0.730560,1.025000,0.241446,0.730564
